50	20	3	20	573550939.749674	19426.9288
4	16.888	5	15.266	1	20.973	37011	7402.2	1	24.191	9	20.872	19	22.119	15820	3164	13	24.696	16	20.952	12	15.361	55521	11104.2	16	23.745	18	17.384	2	17.909	11870	2374	4	16.821	18	19.437	6	24.255	15197	3039.4	14	24.084	7	23.105	15	19.603	5662	1132.4	14	17.953	17	19.628	6	23.457	41036	8207.2	15	21.592	4	21.789	13	21.054	62473	12494.6	19	21.59	16	24.094	4	23.669	69589	13917.8	15	18.586	17	15.279	8	15.821	15547	3109.4	14	16.206	11	20.61	1	24.002	39609	7921.8	2	19.802	9	15.357	7	18.215	27019	5403.8	16	15.539	11	24.158	6	19.725	12862	2572.4	9	16.218	10	18.887	18	19.783	27087	5417.4	3	15.803	6	21.608	17	18.217	25458	5091.6	8	18.376	11	24.584	12	16.907	16464	3292.8	7	23.711	5	24.97	13	24.634	43115	8623	4	19.311	16	15.305	19	15.339	75157	15031.4	19	18.278	12	17.46	15	18.172	19078	3815.6	12	21.668	19	17.176	18	18.019	91104	18220.8	1534200	5.61
14	23.323	2	22.684	13	19.664	17116	3423.2	19	20.029	3	20.186	8	18.194	15543	3108.6	10	21.193	5	17.558	1	19.556	31434	6286.8	14	15.408	7	23.643	8	24.935	77763	15552.6	1	21.047	12	18.526	4	21.454	75538	15107.6	13	20.033	2	20.844	16	17.011	63134	12626.8	2	24.27	6	16.672	3	21.377	93492	18698.4	4	17.953	12	21.422	9	17.261	64237	12847.4	17	18.097	0	24.184	15	19.334	54233	10846.6	10	20.989	8	22.348	0	18.604	39443	7888.6	12	24.019	2	15.448	0	19.422	5341	1068.2	1	22.694	2	17.441	9	24.26	84643	16928.6	2	17.411	6	17.084	17	23.235	38527	7705.4	12	15.788	15	17.012	11	22.774	13357	2671.4	5	16.022	7	24.118	17	19.594	79695	15939	0	24.534	18	15.624	2	17.411	966	193.2	11	19.29	3	15.774	12	21.031	40052	8010.4	4	20.339	0	19	18	16.965	65387	13077.4	10	24.394	0	20.927	6	20.91	18713	3742.6	10	24.45	19	23.252	3	23.881	17812	3562.4	1713070	9.535
14	17.451	2	21.983	8	20.213	37073	7414.6	1	15.137	19	20.328	3	23.617	40581	8116.2	12	21.809	9	24.553	17	24.14	92940	18588	11	16.464	5	20.208	6	18.879	71383	14276.6	19	19.18	8	22.88	2	16.959	84070	16814	13	15.618	4	20.281	11	20.867	90592	18118.4	19	24.946	15	23.58	7	19.166	97774	19554.8	0	20.97	8	20.301	4	20.143	83856	16771.2	18	17.277	9	24.163	4	24.316	80795	16159	3	17.191	6	22.607	17	20.414	16527	3305.4	2	24.126	8	21.643	3	18.951	50149	10029.8	4	17.937	12	22.632	11	15.494	8539	1707.8	4	18.792	0	17.867	11	21.654	90823	18164.6	19	16.327	0	23.793	2	19.155	15556	3111.2	1	23.64	6	23.938	8	23.736	47355	9471	12	15.485	2	21.507	9	23.007	90719	18143.8	11	15.794	5	17.601	2	18.803	65285	13057	15	16.285	4	22.765	12	15.929	34894	6978.8	5	24.42	3	20.471	6	17.347	43986	8797.2	4	17.655	16	16.64	11	15.482	24241	4848.2	2299261	4.718
16	17.432	11	21.349	17	21.182	13812	2762.4	12	22.608	5	17.025	14	16.101	1855	371	10	24.763	3	18.41	11	15.113	20309	4061.8	11	24.485	10	24.295	7	23.178	72321	14464.2	17	15.532	15	18.882	7	23.385	58753	11750.6	10	22.413	4	17.434	11	22.812	60782	12156.4	14	17.242	3	23.546	9	24.39	45520	9104	11	18.695	1	16.991	5	18.89	86470	17294	9	20.085	16	19.454	11	18.615	76503	15300.6	0	18.781	19	21.16	15	24.623	18729	3745.8	10	23.432	18	23.792	6	17.715	55023	11004.6	6	24.5	3	19.197	18	20.161	93185	18637	16	23.036	10	24.36	15	24.884	12543	2508.6	7	18.999	8	21.373	18	17.223	75493	15098.6	2	20.213	9	16.003	7	22.316	48346	9669.2	14	22.312	8	16.182	4	21.225	65052	13010.4	13	19.116	12	21.451	16	24.407	42879	8575.8	6	21.646	9	22.294	11	22.077	71949	14389.8	11	16.326	5	16.312	2	20.861	45043	9008.6	2	24.777	5	22.318	6	22.796	97063	19412.6	1575458	2.601
6	15.57	12	19.508	18	22.236	78308	15661.6	7	23.621	12	17.46	19	19.26	90836	18167.2	10	15.111	4	20.051	16	23.664	25221	5044.2	7	16.514	11	16.995	19	23.31	391	78.2	4	18.937	2	15.346	17	20.344	58225	11645	11	23.859	12	20.153	2	19.26	95995	19199	13	22.182	0	24.478	3	18.527	84121	16824.2	17	23.088	7	16.627	11	19.078	10421	2084.2	10	22.176	13	22.482	19	22.003	35978	7195.6	18	18.243	6	20.759	1	17.526	27369	5473.8	14	22.03	12	15.406	1	16.422	29918	5983.6	11	20.998	7	18.502	1	18.835	2666	533.2	15	22.096	11	19.932	19	22.38	80178	16035.6	1	22.205	18	16.944	14	18.584	86934	17386.8	16	15.696	13	15.221	18	24.443	45002	9000.4	16	22.138	2	20.098	5	20.135	88061	17612.2	1	21.9	14	17.318	12	22.125	90875	18175	18	16.394	3	22.714	5	18.652	81436	16287.2	18	23.686	16	19.142	11	22.144	61714	12342.8	14	15.101	4	21.404	5	20.164	24385	4877	3163435	8.923
9	15.732	7	18.665	13	20.528	47690	9538	18	21.659	14	23.259	8	20.073	38096	7619.2	7	15.067	12	24.453	16	20.492	56054	11210.8	8	24.604	7	23.909	9	21.827	23061	4612.2	2	17.529	17	19.372	0	17.996	51421	10284.2	16	15.929	4	20.977	15	19.348	68550	13710	3	20.455	1	18.629	19	24.031	64338	12867.6	9	16.244	13	23.584	11	16.506	66793	13358.6	5	18.354	15	16.019	17	24.226	22473	4494.6	9	15.256	5	20.242	14	17.459	87011	17402.2	7	15.849	2	21.607	3	20.428	72391	14478.2	18	23.46	10	15.35	14	24.787	81558	16311.6	12	23.025	19	17.832	9	17.845	93808	18761.6	12	16.122	7	17.709	13	21.409	33623	6724.6	3	18.969	12	19.663	17	21.619	43551	8710.2	2	18.056	12	16.088	7	21.34	72828	14565.6	13	22.684	3	24.402	18	18.49	67815	13563	7	20.543	17	15.794	13	19.345	41383	8276.6	12	18.025	5	17.818	16	23.161	30666	6133.2	0	24.111	11	16.011	17	22.676	49473	9894.6	2425430	7.644
0	24.182	6	24.283	8	17.631	19526	3905.2	9	19.476	11	18.848	0	16.145	56369	11273.8	4	24.616	1	17.839	10	18.996	7134	1426.8	13	16.298	19	16.354	18	18.912	75837	15167.4	12	22.596	15	21.438	9	18.434	97692	19538.4	6	21.633	7	16.474	9	24.706	59013	11802.6	15	22.247	3	15.377	8	22.733	47975	9595	18	18.442	1	16.194	9	15.919	59970	11994	11	17.253	15	16.666	3	24.777	39880	7976	19	17.342	3	23.312	8	19.066	2691	538.2	5	18.857	18	18.092	4	16.159	40602	8120.4	2	18.855	7	18.701	9	23.465	49447	9889.4	8	22.904	14	18.037	13	18.473	76033	15206.6	12	15.57	19	17.144	0	19.296	68921	13784.2	15	24.27	4	17.769	3	17.576	29408	5881.6	3	23.545	11	15.264	9	17.268	17301	3460.2	15	16.008	14	24.38	10	17.882	59309	11861.8	16	17.338	0	15.768	7	16.569	19744	3948.8	3	16.195	14	22.245	7	15.977	42312	8462.4	3	24.346	8	17.607	14	19.389	73140	14628	2496163	7.804
9	21.795	6	19.178	12	18.206	6182	1236.4	13	19.428	5	24.151	12	18.175	38478	7695.6	1	16.995	5	19.369	16	20.743	67297	13459.4	7	17.75	2	22.803	10	18.228	79487	15897.4	5	21.445	10	15.947	13	16.281	96297	19259.4	12	16.315	9	17.572	17	16.63	6010	1202	14	16.893	9	16.689	13	24.581	88481	17696.2	13	19.005	12	17.905	4	15.409	85847	17169.4	12	18.31	3	17.049	2	19.987	86669	17333.8	17	22.539	7	22.922	2	24.345	91236	18247.2	13	19.169	15	19.102	8	23.12	44744	8948.8	17	21.952	4	22.565	2	23.445	57678	11535.6	10	24.236	2	22.008	1	20.732	82964	16592.8	12	20.192	18	18.054	10	23.879	90864	18172.8	14	18.309	15	18.162	10	21.697	19364	3872.8	9	17.516	13	20.026	16	15.338	17981	3596.2	2	19.27	16	17.183	8	15.717	90065	18013	11	17.365	19	20.085	5	19.825	83917	16783.4	11	20.251	2	15.582	5	15.746	2276	455.2	5	21.939	13	19.625	4	16.821	82025	16405	2277401	7.945
12	19.686	18	20.885	13	24.104	3455	691	9	24.327	8	19.427	18	18.093	98953	19790.6	17	17.984	9	21.13	15	24.308	43475	8695	12	21.09	14	18.351	7	17.261	1562	312.4	9	22.387	5	22.667	6	19.987	28136	5627.2	11	19.627	15	18.868	12	24.103	57556	11511.2	15	16.261	6	23.051	0	15.126	52395	10479	3	17.091	1	22.723	2	20.861	48048	9609.6	5	24.474	19	23.894	3	20.028	18767	3753.4	0	19.506	4	21.467	14	16.15	87048	17409.6	4	20.812	10	21.381	5	17.01	86181	17236.2	14	24.196	9	19.587	6	17.542	19422	3884.4	15	15.226	16	20.94	11	24.113	79898	15979.6	5	23.249	10	21.536	0	19.097	48662	9732.4	4	19.634	7	18.316	18	19.224	33094	6618.8	0	21.103	15	22.21	14	24.993	96083	19216.6	1	15.463	12	17.578	10	21.417	60271	12054.2	13	21.479	8	23.368	3	23.634	61861	12372.2	17	19.608	3	18.799	12	24.672	46844	9368.8	4	21.792	2	21.489	13	17.441	50677	10135.4	2158261	4.408
19	17.802	14	16.548	4	18.933	64984	12996.8	18	21.842	19	23.663	14	18.101	78125	15625	12	17.357	4	16.441	14	24.546	22076	4415.2	10	19.15	12	22.103	2	16.732	3263	652.6	6	15.19	3	21.783	15	18.572	47387	9477.4	4	24.626	11	21.217	3	20.311	60849	12169.8	7	18.981	5	22.567	14	22.847	1131	226.2	7	23.668	9	24.875	15	20.486	74730	14946	7	19.488	10	24.29	0	24.647	48748	9749.6	7	17.863	19	18.402	13	17.561	68419	13683.8	17	22.286	4	23.504	5	17.392	27641	5528.2	5	22.175	19	22.979	3	19.587	29129	5825.8	12	22.805	13	16.181	14	15.766	71258	14251.6	0	17.673	8	16.385	18	16.355	34553	6910.6	11	15.989	9	20.301	1	20.607	24312	4862.4	6	20.946	2	24.225	9	16.685	12229	2445.8	12	19.858	17	16.526	10	18.703	31146	6229.2	5	21.723	6	20.046	4	17.731	44306	8861.2	19	22.395	17	17.424	18	22.61	9585	1917	18	15.804	13	21.998	3	24.556	2666	533.2	1071256	7.308
