ILOG_CSV_FORMAT,1.1,,,,,,,,,,

BESTSOFAR|NAMES,modeler,instance,modelParams,lb,lbMethod,lbDate,lbComment,ub,ubMethod,ubDate,ubComment
BESTSOFAR|KEYS,1,1,1,0,0,0,0,0,0,0,0

BESTSOFAR,JobShop,abz5,,1234,,,,1234,,,,
BESTSOFAR,JobShop,abz6,,943,,,,943,,,,
BESTSOFAR,JobShop,abz7,,655,,,,665,,,,
BESTSOFAR,JobShop,abz8,,638,,,,670,,,,
BESTSOFAR,JobShop,abz9,,656,,,,690,,,,

BESTSOFAR,JobShop,swv01,,1392,,,,1418,,,,
BESTSOFAR,JobShop,swv02,,1475,,,,1492,,,,
BESTSOFAR,JobShop,swv03,,1369,,,,1443,,,,
BESTSOFAR,JobShop,swv04,,1450,,,,1497,,,,
BESTSOFAR,JobShop,swv05,,1415,,,,1452,,,,
BESTSOFAR,JobShop,swv06,,1591,,,,1718,,,,
BESTSOFAR,JobShop,swv07,,1446,,,,1652,,,,
BESTSOFAR,JobShop,swv08,,1638,,,,1798,,,,
BESTSOFAR,JobShop,swv09,,1600,,,,1710,,,,
BESTSOFAR,JobShop,swv10,,1631,,,,1794,,,,
BESTSOFAR,JobShop,swv11,,2983,,,,3047,,,,
BESTSOFAR,JobShop,swv12,,2972,,,,3045,,,,
BESTSOFAR,JobShop,swv13,,3104,,,,3157,,,,
BESTSOFAR,JobShop,swv14,,2968,,,,2968,,,,
BESTSOFAR,JobShop,swv15,,2885,,,,3022,,,,
BESTSOFAR,JobShop,swv16,,2924,,,,2924,,,,
BESTSOFAR,JobShop,swv17,,2794,,,,2794,,,,
BESTSOFAR,JobShop,swv18,,2852,,,,2852,,,,
BESTSOFAR,JobShop,swv19,,2843,,,,2843,,,,
BESTSOFAR,JobShop,swv20,,2823,,,,2823,,,,

BESTSOFAR,JobShop,tail01,,1231,,,,1231,,,,
BESTSOFAR,JobShop,tail02,,1244,,,,1244,,,,
BESTSOFAR,JobShop,tail03,,1206,,,,1218,,,,
BESTSOFAR,JobShop,tail04,,1170,,,,1175,,,,
BESTSOFAR,JobShop,tail05,,1210,,,,1228,,,,
BESTSOFAR,JobShop,tail06,,1210,,,,1240,,,,
BESTSOFAR,JobShop,tail07,,1223,,,,1228,,,,
BESTSOFAR,JobShop,tail08,,1187,,,,1217,,,,
BESTSOFAR,JobShop,tail09,,1247,,,,1274,,,,
BESTSOFAR,JobShop,tail10,,1241,,,,1241,,,,
BESTSOFAR,JobShop,tail11,,1321,,,,1373,,,,
BESTSOFAR,JobShop,tail12,,1321,,,,1367,,,,
BESTSOFAR,JobShop,tail13,,1271,,,,1350,,,,
BESTSOFAR,JobShop,tail14,,1345,,,,1345,,,,
BESTSOFAR,JobShop,tail15,,1293,,,,1353,,,,
BESTSOFAR,JobShop,tail16,,1300,,,,1371,,,,
BESTSOFAR,JobShop,tail17,,1458,,,,1478,,,,
BESTSOFAR,JobShop,tail18,,1369,,,,1409,,,,
BESTSOFAR,JobShop,tail19,,1276,,,,1343,,,,
BESTSOFAR,JobShop,tail20,,1316,,,,1353,,,,
BESTSOFAR,JobShop,tail21,,1539,,,,1658,,,,
