10	10
7	32613	8	15348	5	46008	3	46145	4	66362	6	77428	2	143376	0	113036	9	31773	1	54009	
5	10843	2	110996	8	78073	9	37478	1	67460	4	31347	7	36025	3	28953	0	64352	6	117486	
1	37885	7	15808	6	10692	2	21712	9	15605	0	111153	4	26452	3	88259	8	12820	5	201046	
4	75842	8	64766	5	35512	9	55645	3	60988	6	92206	2	28810	1	52146	0	203914	7	152225	
8	37514	9	30609	7	46612	3	64366	4	114106	0	18845	1	48609	5	55021	6	38433	2	62723	
3	125212	9	14149	5	59240	2	174372	4	118936	1	26772	6	14482	8	2474	0	10963	7	16724	
5	47646	2	51704	7	74068	6	78428	9	68776	0	65993	4	2128	8	44944	3	117383	1	174678	
4	33418	6	20810	5	17550	8	48248	9	112072	2	40065	0	50341	1	67412	7	26779	3	25301	
9	28265	6	156840	5	126300	8	132327	7	130689	0	67897	3	66850	1	109378	4	16600	2	17206	
0	36368	3	94113	7	72093	2	101133	1	154629	5	66375	8	118632	4	57863	9	71150	6	72478	
