10	5	3	5	31820712.1695827	962.2942
80206	18586	75287	18404	80942	
84043	82404	67458	38832	47944	
41742	6551	31534	41200	98814	
19140	16228	17870	72566	56704	
28806	94624	86055	47041	74566	
32088	16408	78761	75846	65815	
43386	12391	94614	82211	90050	
97341	46474	49577	37547	1265	
82944	31352	98809	94796	63071	
92791	5093	98262	64716	91332	
473651	129690	1367198	129690	2260745	129690	3154292	129690	4047839	129690	4941386	129690	5834933	129690	6728480	129690	7622027	129690	
0	40031	572042	165690	1269743	165690	1967444	165690	2665145	165690	3362846	165690	4060547	165690	4758248	165690	5455949	165690	6153650	165690	6851351	165690	7549052	165690	8246753	165690	
157816	58127	653706	58127	1149596	58127	1645486	58127	2141376	58127	2637266	58127	3133156	58127	3629046	58127	4124936	58127	4620826	58127	5116716	58127	5612606	58127	6108496	58127	6604386	58127	7100276	58127	7596166	58127	8092056	58127	
507353	162732	1397964	162732	2288575	162732	3179186	162732	4069797	162732	4960408	162732	5851019	162732	6741630	162732	7632241	162732	
0	43427	645289	166759	1413910	166759	2182531	166759	2951152	166759	3719773	166759	4488394	166759	5257015	166759	6025636	166759	6794257	166759	7562878	166759	8331499	166759	
