Instance100PP20Act3Res20TResMinUnc0.0MaxUnc0.2Seed1.dat
50845	36412	81380	4685	38730	98647	23559	56089	22030	8044	61686	90123	78148	59014	344	68704	25326	67811	51066	68263	
94793	82543	5568	63761	91155	82911	10784	96538	31281	1813	52984	25603	2233	56846	16772	79025	2105	30734	84049	88424	
32191	886	9151	37240	268	94835	73517	83338	42086	18793	34860	66551	61774	41901	3497	63733	61419	44518	19486	70320	
19931	79538	6932	98156	69218	67333	56777	92608	102553	43860	78980	67059	93521	44359	98425	70915	68944	76644	14233	5375	
85362	16227	26358	9926	9184	16038	26746	92207	45423	108973	25921	89487	78181	96975	11095	31456	36732	34691	75551	28259	
55491	38908	71255	8058	45411	45077	32054	103957	48186	66835	13358	37519	58174	20002	76616	31531	49865	8376	48548	67190	
6671	88256	50983	39971	91432	103767	3523	43979	39991	73916	20278	80575	57382	34463	89401	55842	64654	38767	92573	83714	
66512	37403	10158	9106	35151	84479	80959	73869	23349	22309	91099	4359	67299	86471	62127	5991	4064	26493	19683	79085	
35131	56856	10905	96117	18762	23960	15693	91039	62282	52463	113692	92540	30892	48687	29063	32048	37039	79787	82840	5493	
82351	61207	35955	72603	13881	76476	107864	36366	29873	58403	32530	11572	73659	28293	33867	93324	60322	10838	69120	59999	
69877	9658	71040	49181	68152	16792	95063	45853	4686	11499	58728	99210	11718	14647	27104	30813	23302	55407	6948	16705	
35628	61760	22232	35509	92478	10128	17212	37398	95825	45422	1184	46513	94306	25965	24162	47545	32681	55611	18074	33487	
4325	42521	92734	13022	42278	55364	8481	95705	17286	80466	37979	12598	60000	42758	85552	53361	60689	81521	77185	57828	
49372	57667	96662	40422	27556	73460	32000	113847	4738	6811	54835	14535	4258	48109	30629	74124	33499	10927	77438	56447	
13159	47725	18435	17620	76168	61210	38505	39573	40685	5960	16143	77840	71497	847	24665	98346	57651	20424	96892	11898	
75262	92105	89011	10512	51149	37572	55835	34866	9697	58607	43859	3710	49546	14045	2564	19397	22789	5465	17565	89856	
45615	43113	72968	16013	83392	60334	7343	107384	73531	95037	34198	55529	23287	20433	33759	49847	48805	95421	94602	2954	
32917	6217	47257	101914	54528	59303	35165	94897	39596	108119	63407	63835	23964	94698	77009	19866	4012	49617	56556	55285	
16124	52993	84937	52526	56760	56458	13054	49325	33673	86586	59125	43994	49069	3837	39225	57558	80773	49082	17414	30025	
55227	53416	64764	22966	94572	57570	88894	102401	11809	2329	83737	34960	28644	69656	44246	8448	46094	21013	10721	92729	
66936	51649	29223	79130	67067	54836	26598	23612	41317	28902	37943	71443	30756	76851	88320	119	71408	26610	458	49966	
52796	2028	46578	3075	44397	21630	70211	33063	18653	20741	1485	27760	1328	42232	81337	28636	6267	6220	2548	49531	
28090	88278	63613	10154	7715	21544	67759	33515	86129	24979	52574	51570	90576	59306	89865	55947	52345	2607	44750	24018	
16302	8209	16824	61963	74510	31007	48420	20443	97266	47758	14209	84511	58022	48393	53397	32345	75471	9386	67523	20448	
70037	74127	17665	11020	75371	65507	93257	82738	37211	34004	68206	70249	20214	78981	82075	14713	25283	41781	47276	80158	
22614	49790	63840	53841	2899	28020	9833	79557	9768	45281	86030	43966	18088	75841	87256	10102	55231	54410	35805	3338	
22762	29477	94763	770	4919	49130	64705	17641	69510	8942	25689	51214	4876	47181	46079	41094	83473	81518	4928	69396	
77222	87030	40058	35561	101885	96097	92035	60652	59660	53175	21860	81744	66880	37581	57192	13984	1180	68837	76917	88071	
3371	3772	55766	79527	68769	44292	47587	34415	38755	69389	49959	29073	72808	49758	72417	16409	15636	8675	80525	75640	
11501	38143	65700	24334	85733	27202	33463	99803	46103	102512	24313	77734	14626	82989	113298	89697	48142	19301	84350	67714	
56009	108865	76062	39641	22109	66371	54505	16307	104387	68436	88856	85270	108143	92146	17680	28875	43394	45548	86586	70722	
15590	14925	37546	13695	6300	78707	792	34050	76122	3809	77201	2175	59782	79554	69324	89292	21589	69746	99212	82185	
33525	6212	21385	69031	19730	48207	40956	76507	24365	36982	94262	52061	83553	54265	6838	53426	42342	35911	42522	75395	
18863	5147	25325	8656	58232	75579	86952	50893	23163	63525	50192	44348	8738	50654	63825	69975	3756	86955	81544	54535	
85460	4111	100625	89852	51315	41919	14180	19129	25193	42352	70170	61965	11962	44480	80447	85076	488	23048	40736	34877	
360	55655	49006	50338	68676	26984	52694	98042	35619	9804	86774	93919	94228	57564	89132	73764	83680	64130	64117	91988	
18389	87345	27141	42660	8977	40831	89099	73438	43830	52455	15468	83308	38856	47490	13396	73182	35645	62754	49384	89170	
94113	6260	73070	55544	79512	111850	10672	37918	71737	17538	25675	36708	80699	54204	65545	6787	722	7828	28810	58158	
61045	1933	2813	59378	59714	79312	11117	50030	77567	42996	70700	94829	2631	33706	39283	53881	25143	84752	76630	91453	
96886	82611	13030	23194	79874	16147	9923	70849	24665	3834	92174	33477	1155	56351	24295	67941	123284	73672	4405	96392	
92967	4260	71018	73232	80798	33595	61848	42177	80473	108984	61147	32029	52180	86709	16789	29141	11452	93850	28163	71093	
11899	19044	32727	11274	80549	101349	38595	32161	69484	9987	10020	16932	104959	65694	72990	71165	32626	64015	11496	44265	
59024	12519	61696	68062	21963	31962	31155	55739	84594	102845	5464	92023	41157	74053	41626	61522	35447	104833	9544	1547	
74544	54994	103066	62080	86777	908	30074	73530	24952	20275	19225	24932	52596	75514	6780	99248	48976	95285	42982	15700	
46994	42190	13776	58481	122437	93416	67818	94095	78200	52508	20039	97350	12604	63633	55289	12429	67199	25087	37643	78109	
19807	96514	43823	98075	44147	53586	86395	27468	32530	1541	17144	48616	1288	56615	15009	39540	25411	78354	77173	71930	
85413	69557	71446	2907	36224	97300	41908	47993	83648	14670	26781	15074	95683	35989	74919	50295	16063	82615	11172	30872	
74281	12622	48361	27550	51162	43918	40478	41505	20008	55848	50651	4080	54594	53102	10189	11490	56312	87455	49679	5433	
27733	44030	59016	73648	95860	16721	7693	41663	40948	51353	70218	19965	41159	37286	5178	14516	23807	54503	14270	56730	
31081	56748	13527	53764	33957	16773	3736	62616	5986	9307	42357	76207	87661	103343	14692	72654	51466	86233	39057	56096	
30925	93630	7396	3213	48940	11345	70822	5542	1394	14302	84090	91837	53028	41453	53527	56209	46614	26127	18325	3932	
40242	31616	37411	14948	40395	9895	87121	3282	43280	69926	32139	18201	40082	79160	56382	717	3803	40045	61287	18810	
27153	58044	60335	8435	23811	89753	72535	82595	32807	109070	25107	31627	45546	83391	72788	65607	80774	26910	677	12606	
