10	5	3	5	39274374.248373	962.2942
1	22.439	0	20.377	2	21.758	80206	6586.108	1	19.898	2	17.578	4	20.801	18586	1820.47	3	15.128	0	22.421	1	15.146	75287	14334.119	3	18.572	2	15.165	1	19.179	18404	1450.222	0	16.638	2	20.56	1	16.877	80942	15172.628	206982	4.914
4	22.863	1	17.503	3	18.516	84043	1885.901	4	19.603	2	24.631	1	24.797	82404	11652.615	0	17.485	4	18.48	3	19.401	67458	3675.369	2	18.904	1	20.984	4	16.804	38832	1543.543	0	21.15	2	22.936	1	16.38	47944	969.633	384496	2.659
4	15.993	0	15.79	2	22.033	41742	213.948	0	17.521	3	21.259	4	21.573	6551	781.613	1	23.948	2	23.322	3	20.817	31534	1439.623	4	16.12	0	15.955	3	17.594	41200	3003.886	4	21.793	3	18.662	2	15.181	98814	11754.189	225337	9.04
0	18.68	4	22.068	2	21.166	19140	1261.663	1	21.222	2	17.833	0	24.537	16228	1918.524	0	24.611	4	22.88	3	23.212	17870	3133.017	0	23.212	2	17.54	4	23.046	72566	7242.797	0	20.836	2	16.545	1	22.125	56704	8478.934	316651	4.333
2	21.02	4	24.464	0	16.306	28806	4774.221	1	16.362	2	22.678	3	22.55	94624	8050.653	2	16.749	0	22.568	1	16.619	86055	4500.041	4	21.573	1	19.142	3	16.306	47041	7207.651	0	19.51	3	20.394	4	19.436	74566	8156.081	584377	3.471
1	24.519	2	20.56	0	17.485	32088	4029.919	1	20.008	3	23.691	4	21.278	16408	3088.128	0	16.508	2	20.302	4	21.868	78761	87.421	2	16.453	0	23.378	3	24.852	75846	13884.592	4	16.067	1	15.109	0	24.52	65815	12509.384	175334	8.725
1	16.067	3	20.781	0	19.014	43386	2557.726	4	18.277	3	15.072	2	24.059	12391	1369.496	4	19.382	0	21.315	1	22.217	94614	15231.948	2	19.326	4	24.999	3	22.034	82211	4787.293	3	24.814	2	19.492	1	18.295	90050	15492.527	520437	1.234
1	19.861	4	21.61	0	21.444	97341	10436.808	0	16.969	4	21.039	2	22.715	46474	7464.991	4	21.573	2	24.998	0	15.79	49577	7744.425	2	19.363	4	21.628	3	18.202	37547	554.68	2	24.445	3	18.146	1	16.949	1265	83.453	191103	1.151
0	20.172	1	20.909	2	15.164	82944	3944.711	4	18.644	2	21.554	3	15.44	31352	5440.634	4	17.098	0	16.84	1	16.895	98809	13907.445	0	17.835	2	20.045	4	17.909	94796	12748.333	1	22.2	3	18.111	0	17.319	63071	12268.375	333132	6.454
0	15.403	3	22.438	2	20.284	92791	15451.951	2	22.31	0	17.761	4	21.168	5093	761.821	0	20.744	2	16.325	4	21.334	98262	7893.409	3	15.22	0	22.255	4	19.971	64716	2600.603	1	16.674	4	19.454	2	19.491	91332	11172.211	284924	6.139
562818	5402.889	138818	8286.745
822221	97535.346	97948	10284.84
462215	694.05	139030	6302.969
575511	24391.762	63650	4878.363
671844	83908.797	117433	479.546
