100	20	3	20	1377226287.77153	38998.034
4	18.738	5	16.597	1	20.608	51059	274.819	1	16.198	9	16.534	19	15.571	38555	3125.838	13	19.145	16	21.31	12	22.029	94515	16527.789	16	16.57	18	19	2	17.729	5657	787.182	4	16.299	18	17.736	6	17.571	39153	2356.404	14	16.662	7	19.355	15	22.591	97231	580.981	14	16.927	17	24.202	6	16.728	23032	1254.977	15	16.569	4	18.175	13	22.854	48293	7972.283	19	22.63	16	21.377	4	24.443	21044	4200.869	15	21.488	17	20.478	8	18.984	9858	1217.04	14	15.539	11	23.549	1	18.891	53185	6782.552	2	16.349	9	23.05	7	15.097	91001	1096.304	16	19.045	11	21.604	6	16.89	63850	8583.207	9	16.799	10	18.744	18	19.099	94871	15669.661	3	24.387	6	22.21	17	23.491	372	39.114	8	24.15	11	24.876	12	23.47	66542	3543.411	7	23.161	5	16.669	13	20.065	26471	3084.963	4	15.862	16	24.174	19	16.571	64020	6326.074	19	19.783	12	24.163	15	21.594	67807	6881.437	12	18.524	19	19.442	18	17.448	59162	7736.324	721131	8.344
14	16.395	2	15.187	13	17.051	90884	6288.388	19	22.305	3	20.934	8	21.139	73289	13069.581	10	19.597	5	23.734	1	22.727	5056	988.19	14	16.891	7	20.557	8	24.412	61769	1488.278	1	16.266	12	22.625	4	19.883	87703	9446.049	13	21.57	2	19.331	16	22.267	71969	6192.204	2	19.549	6	24.804	3	22.909	8229	1332.686	4	24.175	12	17.547	9	15.039	91603	17753.504	17	20.881	0	24.696	15	23.497	28223	5199.548	10	16.052	8	18.634	0	17.764	1831	49.35	12	18.022	2	15.269	0	23.098	49953	4246.661	1	23.781	2	19.545	9	23.895	25533	429.519	2	24.179	6	23.225	17	21.233	2203	76.884	12	17.463	15	19.817	11	18.848	60946	9290.293	5	20.662	7	17.329	17	20.194	14432	2524.003	0	21.924	18	21.498	2	21.746	76657	2312.765	11	17.27	3	23.789	12	22.312	1909	337.018	4	23.238	0	24.475	18	18.396	30644	96.228	10	19.399	0	22.356	6	21.85	79821	3131.921	10	19.18	19	18.097	3	19.997	80538	8439.485	1594937	7.399
14	16.972	2	20.693	8	15.72	32182	584.603	1	22.66	19	24.867	3	20.96	897	21.632	12	19.845	9	21.057	17	19.028	9665	574.319	11	15.271	5	19.101	6	19.994	40704	8033.27	19	22.68	8	21.961	2	17.97	265	52.565	13	16.747	4	20.99	11	16.994	90067	10231.731	19	19.273	15	22.387	7	15.624	73458	3799.725	0	18.886	8	21.797	4	23.029	92229	11103.317	18	24.727	9	15.607	4	23.937	36344	3710.174	3	23.671	6	23.754	17	24.215	19091	2248.744	2	19.519	8	20.826	3	23.38	26967	3923.544	4	24.178	12	16.955	11	16.816	67607	5465.434	4	24.097	0	23.476	11	15.229	60203	1708.356	19	23.285	0	15.348	2	24.995	39794	7721.34	1	19.391	6	15.157	8	17.841	3799	245.924	12	20.813	2	20.292	9	19.853	55627	4974.11	11	16.895	5	23.792	2	23.705	58167	5478.71	15	16.961	4	23.07	12	19.915	51494	5032.116	5	18.342	3	24.705	6	21.088	25171	3297.249	4	21.248	16	19.731	11	20.118	70073	8351.289	910155	2.66
16	21.564	11	22.891	17	17.229	20098	431.162	12	15.329	5	19.786	14	21.146	75014	7623.489	10	15.114	3	22.548	11	19.924	6869	400.658	11	21.91	10	17.792	7	17.942	90263	12047.851	17	22.197	15	18.49	7	17.455	67423	4916.845	10	16.235	4	18.146	11	19.475	67005	231.288	14	15.968	3	15.269	9	19.725	59620	8952.391	11	17.934	1	18.675	5	17.756	83990	8682.098	9	16.672	16	15.709	11	16.303	86589	14342.14	0	22.478	19	20.393	15	22.493	42544	2159.611	10	24.613	18	17.71	6	18.051	80980	6391.794	6	24.001	3	19.594	18	24.156	59933	7071.23	16	18.526	10	20.37	15	18.153	79948	12767.092	7	18.719	8	15.127	18	15.325	45130	1260.393	2	22.029	9	18.199	7	21.539	94985	4905.346	14	23.781	8	20.332	4	23.144	63818	4498.022	13	24.11	12	17.629	16	17.893	68378	1455.362	6	17.387	9	19.29	11	24.642	69469	3509.454	11	20.329	5	23.667	2	20.211	19795	3833.896	2	24.932	5	22.988	6	22.393	5372	375.612	1410420	9.025
6	15.407	12	19.889	18	20.286	82690	3398.431	7	22.939	12	21.685	19	23.807	14628	950.601	10	19.259	4	22.352	16	16.611	24881	3210.142	7	16.304	11	20.145	19	18.016	9937	7.37	4	16.015	2	19.188	17	18.921	10224	1596.675	11	15.369	12	15.062	2	21.715	16795	789.701	13	23.223	0	21.216	3	15.178	26695	422.824	17	16.965	7	23.968	11	22.223	91256	1416.399	10	15.549	13	18.232	19	24.147	42593	3808.707	18	20.929	6	19.972	1	18.456	96385	17652.249	14	20.634	12	20.795	1	22.601	26918	1453.626	11	21.386	7	22.869	1	24.132	72353	9473.721	15	17.693	11	24.766	19	22.856	91816	6513.413	1	19.339	18	22.399	14	15.557	78666	13115.578	16	21.234	13	24.75	18	22.751	14437	1864.083	16	19.335	2	24.606	5	22.505	30974	3968.607	1	21.044	14	24.62	12	24.577	37112	271.13	18	20.544	3	23.794	5	18.375	33837	2035.953	18	23.261	16	23.625	11	16.702	74557	1810.915	14	17.194	4	23.293	5	15.117	22724	4314.24	848207	7.895
9	17.437	7	23.18	13	22.961	49674	8092.172	18	19.96	14	18.795	8	16.359	38997	494.459	7	22.06	12	23.979	16	20.946	72813	11712.737	8	24.059	7	16.465	9	22.015	8722	1264.688	2	16.372	17	15.104	0	16.995	47607	8768.121	16	17.483	4	17.435	15	20.539	44106	7159.284	3	17.502	1	19.8	19	22.576	31440	2006.05	9	18.993	13	19.804	11	16.793	84065	15242.481	5	20.406	15	15.254	17	17.58	48568	7100.087	9	23.341	5	21.573	14	23.625	74150	6870.199	7	22.336	2	19.795	3	19.268	14165	2751.335	18	23.091	10	15.871	14	22.829	39061	2851.707	12	20.413	19	16.09	9	17.437	58548	2263.102	12	23.439	7	23.386	13	21.188	28431	5332.855	3	18.814	12	16.378	17	16.174	91428	17640.049	2	19.647	12	22.002	7	17.296	35504	2191.236	13	17.335	3	23.432	18	24.82	48460	1844.107	7	18.391	17	17.239	13	23.343	12689	2314.702	12	18.901	5	16.602	16	18.626	50046	3684.746	0	16.14	11	15.295	17	21.228	69035	7814.976	1541597	5.84
0	22.868	6	20.334	8	16.141	5889	654.961	9	17.686	11	17.506	0	24.464	92199	15465.385	4	24.349	1	15.959	10	19.522	48710	1254.964	13	17.778	19	18.701	18	18.702	38213	4508.151	12	18.268	15	23.946	9	16.512	97181	18394.578	6	16.75	7	23.252	9	21.325	93658	5194.572	15	21.661	3	22.409	8	21.374	4192	693.207	18	17.692	1	22.8	9	19.592	43425	1115.952	11	22.099	15	19.052	3	15.84	37539	1739.13	19	23.867	3	22.356	8	17.956	79614	9156.236	5	16.597	18	23.893	4	24.926	19877	2195.015	2	17.739	7	18.805	9	22.402	82927	10176.502	8	15.061	14	24.475	13	22.021	53334	6458.018	12	19.068	19	19.436	0	21.487	29512	2100.815	15	18.645	4	18.708	3	15.879	95628	17709.107	3	22.293	11	23.742	9	20.567	54818	9474.169	15	16.579	14	17.343	10	18.353	79496	14814.878	16	17.193	0	22.085	7	22.653	35162	6960.008	3	15.9	14	23.195	7	24.566	92077	8027.207	3	20.316	8	23.814	14	20.51	89038	10463.855	1180696	4.625
9	21.077	6	20.99	12	19.525	65636	5343.096	13	15.397	5	19.695	12	15.898	39509	6437.088	1	21.208	5	19.207	16	18.364	11538	1695.346	7	20.328	2	15.538	10	16.623	10151	1550.147	5	22.385	10	16.276	13	22.126	31183	4771.004	12	18.481	9	15.408	17	15.557	84026	4192.673	14	15.341	9	21.158	13	24.286	94580	7800.194	13	17.287	12	22.406	4	18.284	72920	679.287	12	20.607	3	23.1	2	23.865	24383	4209.114	17	20.581	7	20.857	2	16.838	22603	1416.207	13	17.007	15	17.452	8	16.67	81495	14659.088	17	18.456	4	16.415	2	22.564	4299	642.89	10	23.099	2	21.65	1	19.54	62354	10855.232	12	19.286	18	23.863	10	18.486	86475	116.055	14	19.433	15	23.266	10	17.482	71195	13936.313	9	17.159	13	15.1	16	15.827	5865	626.473	2	16.652	16	23.7	8	15.296	5931	836.654	11	22.567	19	21.985	5	21.496	24746	2690.253	11	17.342	2	21.106	5	16.207	26725	3231.028	5	21.521	13	20.116	4	23.108	83373	11699.938	1244403	1.766
12	20.427	18	23.899	13	17.454	49202	6601.91	9	18.726	8	18.369	18	23.025	59226	11414.582	17	16.978	9	17.951	15	20.049	11297	400.197	12	16.797	14	20.59	7	17.307	94308	12880.037	9	21.646	5	16.142	6	15.701	22193	3869.09	11	18.792	15	16.913	12	19.112	22384	1987.371	15	16.59	6	16.748	0	22.738	17877	3240.002	3	22.601	1	17.331	2	15.761	95242	11021.879	5	21.971	19	17.084	3	24.041	62415	1328.495	0	23.323	4	24.632	14	22.94	49897	1435.494	4	19.975	10	19.354	5	20.731	96243	8522.695	14	15.205	9	19.301	6	20.465	94679	3147.581	15	15.908	16	22.476	11	15.744	32097	3080.687	5	19.36	10	19.647	0	22.647	49373	4535.155	4	22.024	7	23.578	18	15.177	30638	5648.462	0	15.157	15	21.07	14	18.221	31094	3834.36	1	16.231	12	18.428	10	24.09	42121	5558.054	13	21.804	8	15.543	3	17.141	78143	5632.962	17	22.749	3	23.948	12	15.483	78963	4737.09	4	16.055	2	20.2	13	16.51	6554	973.503	1268669	2.281
19	23.539	14	15.11	4	19.111	96237	10798.336	18	21.84	19	23.139	14	15.875	61720	362.942	12	18.446	4	20.109	14	24.464	34271	3156.844	10	22.056	12	23.983	2	23.186	80444	11731.785	6	24.914	3	16.484	15	19.659	13622	810.402	4	17.514	11	15.144	3	21.522	75573	2232.851	7	20.965	5	17.454	14	22.932	95507	9867.463	7	16.916	9	17.456	15	16.006	34081	2374.936	7	19.897	10	21.246	0	19.296	28932	4575.055	7	19.394	19	23.44	13	20.044	71399	10687.024	17	21.935	4	23.734	5	17.478	34290	1345.301	5	21.577	19	20.965	3	18.176	11603	46.879	12	16.668	13	15.818	14	15.695	68628	10813.052	0	24.165	8	22.326	18	23.995	29810	4430.242	11	19.061	9	19.923	1	19.097	48856	7156.125	6	20.669	2	15.452	9	24.616	96251	8670.049	12	21.21	17	24.735	10	19.178	57410	5356.24	5	21.626	6	23.022	4	23.209	10360	1615.689	19	15.26	17	22.565	18	18.5	68241	2829.431	18	24.64	13	19.238	3	17.972	61204	2100.09	2155799	1.839
