20	10	3	10	131709998.858713	3923.48
2	17.264	3	24.555	1	18.329	87675	0	3	16.763	4	15.325	9	18.032	70666	0	6	15.618	8	15.046	3	21.563	6618	0	6	21.359	1	22.094	0	17.138	71827	0	8	24.982	1	24.52	3	21.295	94008	0	7	22.085	2	24.661	8	16.354	54016	0	7	21.84	4	19.334	3	17.049	34626	0	8	24.672	7	17.138	6	16.786	40029	0	9	16.967	3	16.155	7	16.52	25374	0	8	22.006	4	22.814	1	19.441	64497	0	395521	6.08
3	16.529	9	15.533	8	23.173	8625	0	0	17.462	2	21.935	9	24.935	43721	0	1	18.948	8	24.49	6	20.695	19739	0	2	19.736	5	24.524	7	15.96	37138	0	5	19.809	6	22.755	4	17.101	29193	0	7	17.672	8	19.678	3	20.028	74483	0	9	17.799	6	18.112	7	21.536	87680	0	2	15.605	1	24.445	5	18.44	50374	0	1	18.091	3	24.61	0	18.385	38590	0	1	18.127	3	19.803	7	16.709	84236	0	546740	6.882
4	15.917	5	18.587	0	24.314	32156	0	3	18.403	7	15.75	2	15.658	53548	0	1	19.286	6	24.719	7	16.302	76392	0	4	23.281	9	18.53	2	21.586	35600	0	7	17.24	3	20.96	4	23.041	95446	0	0	15.545	5	23.519	7	18.951	97674	0	0	19.356	8	18.545	2	22.577	17120	0	4	16.757	1	24.197	2	19.574	90616	0	2	16.333	4	21.231	3	23.809	83699	0	8	19.61	2	19.739	7	17.16	55626	0	1150730	1.677
7	17.307	0	20.879	8	21.045	52341	0	2	15.224	0	16.863	1	22.423	83871	0	2	24.301	8	22.164	4	24.668	61975	0	7	18.184	1	22.788	5	22.419	36427	0	6	22.216	9	24.702	4	18.182	8872	0	5	22.584	0	16.488	2	22.473	5927	0	7	24.277	2	20.427	6	18.363	37437	0	6	19.744	5	20.737	7	21.528	13519	0	7	18.561	5	21.082	3	17.342	28252	0	7	23.915	2	22.864	0	21.186	3236	0	305972	4.95
6	17.003	5	18.124	4	19.079	95079	0	9	21.673	2	18.466	0	22.129	49811	0	2	22.31	8	15.991	4	23.06	83114	0	4	19.227	6	15.449	3	18.283	31083	0	9	17.82	0	17.432	5	15.312	87885	0	2	23.525	5	21.737	4	24.278	53516	0	9	22.324	1	18.16	8	19.706	88775	0	5	16.831	8	22.852	3	22.317	49995	0	0	23.624	2	24.986	3	22.665	73183	0	6	20.215	1	21.964	8	19.533	62447	0	607399	5.201
5	21.153	3	17.727	6	21.87	41302	0	2	23.176	9	17.687	4	23.081	3546	0	2	17.518	8	17.037	4	22.597	23380	0	3	15.082	8	20.091	1	18.782	54310	0	8	15.06	6	16.569	2	21.872	94697	0	9	18.74	1	20.194	5	18.573	61767	0	2	18.425	0	19.492	1	19.602	96090	0	1	19.122	9	20.19	4	15.971	67672	0	6	19.986	3	23.263	1	23.336	41048	0	9	22.395	7	16.777	4	23.093	50862	0	982730	5.696
9	20.311	7	24.638	8	24.637	31658	0	8	21.671	6	21.486	4	15.978	73506	0	3	19.274	8	24.135	7	20.745	77953	0	8	17.19	3	19.159	0	15.199	11456	0	4	22.914	7	19.488	0	19.486	39382	0	1	20.277	9	24.64	8	21.268	63461	0	0	24.471	4	23.917	5	17.064	66560	0	8	19.014	6	24.186	4	20.096	51960	0	5	20.26	9	23.905	8	20.46	19666	0	2	20.901	8	22.999	7	24.839	12519	0	259462	4.296
1	16.735	0	19.57	6	24.615	85030	0	0	17.524	9	24.724	4	17.836	17322	0	9	20.156	1	20.559	7	17.998	63915	0	2	23.283	3	20.594	4	23.355	82051	0	1	19.524	5	15.269	3	16.594	60793	0	8	22.928	9	23.149	7	20.404	34239	0	4	15.375	6	17.049	0	21.504	20618	0	6	15.996	8	24.097	7	15.975	20482	0	8	23.58	9	15.439	1	23.615	96366	0	9	22.104	8	20.428	7	17.242	48996	0	1028365	6.093
8	21.164	5	16.007	4	20.223	18945	0	3	20.885	5	24.07	1	18.232	63824	0	2	18.213	9	20.146	0	21.785	25741	0	3	23.59	4	20.92	1	16.648	52739	0	9	19.558	7	19.116	2	17.808	21752	0	1	22.56	5	20.092	0	23.333	3699	0	5	24.99	7	22.946	6	20.607	30301	0	1	17.255	3	21.638	6	22.889	11309	0	9	22.446	5	20.75	1	19.846	36238	0	7	19.679	8	24.373	5	19.381	56411	0	434257	7.952
4	23.174	3	23.301	5	21.68	32631	0	1	24.847	8	24.827	5	24.403	33452	0	5	20.774	1	20.147	4	20.661	83853	0	4	20.586	7	17.123	6	16.349	22298	0	2	20.455	8	15.352	7	24.872	22901	0	2	18.812	4	18.184	3	19.306	38442	0	8	16.377	6	19.101	7	21.088	7481	0	1	22.099	7	22.356	2	18.321	44516	0	1	20.604	6	24.249	8	20.197	95942	0	6	23.493	2	19.404	1	18.17	32319	0	757731	3.842
0	23.161	1	20.637	6	18.924	66230	0	1	23.178	2	15.793	0	23.454	11709	0	6	18.923	7	15.202	8	24.613	57272	0	5	24.668	6	23.821	8	23.325	98088	0	4	16.272	7	21.799	9	19.848	50470	0	7	22.76	9	21.362	5	16.723	60093	0	2	24.754	3	22.565	6	23.303	10458	0	8	16.602	1	18.98	0	17.657	92267	0	7	24.694	4	21.418	1	21.144	75795	0	8	19.47	7	16.949	4	20.966	50012	0	424716	1.172
5	22.975	4	19.091	2	20.806	67611	0	3	15.467	7	18.968	4	17.202	48738	0	8	15.639	6	16.654	7	24.078	2323	0	8	16.236	5	18.89	3	20.956	97739	0	2	15.305	8	17.149	1	16.083	94147	0	5	19.787	8	22.534	2	21.118	61195	0	9	21.378	1	21.546	4	17.607	26410	0	7	23.317	8	18.107	2	17.409	36097	0	1	20.449	2	15.46	3	22.146	78409	0	3	22.626	1	18.558	2	18.633	69848	0	396694	7.567
3	20.752	5	16.996	0	24.07	27731	0	2	17.588	1	24.68	9	15.216	49416	0	4	20.43	6	23.414	2	18.664	90597	0	8	20.931	1	24.763	9	24.968	92569	0	9	17.345	4	18.598	5	22.081	71922	0	8	19.412	7	20.169	5	24.553	17355	0	4	19.601	8	22.862	0	19.844	61776	0	2	20.121	6	24.653	5	16.109	15023	0	8	15.024	4	19.648	2	15.211	11465	0	1	24.476	4	19.708	0	20.759	73527	0	348250	2.508
0	16.599	5	19.86	8	19.548	68298	0	9	21.906	7	19.716	4	15.26	57579	0	1	15.574	2	19.259	3	23.974	78015	0	0	17.843	3	17.642	6	18.601	18756	0	4	17.792	8	19.819	3	18.2	10706	0	8	20.062	9	20.212	0	22.221	61161	0	0	22.222	8	23.495	2	22.65	14242	0	8	18.49	5	16.338	7	21.865	3406	0	7	17.042	6	16.676	8	18.796	57464	0	7	20.677	1	16.057	6	20.939	16885	0	707316	2.436
