Instance50PP10Act3Res10TResMinUnc0.0MaxUnc0.0Seed1.dat
18696	2640	59142	90991	58138	70488	95996	58928	3575	86583	
23611	28801	18034	43929	91633	89931	80240	45578	29244	45824	
83731	65268	67217	59937	65243	90037	85825	35506	2772	8132	
11947	55549	89119	47542	3538	31836	5339	90667	46782	12061	
38487	47354	7958	65420	31853	33428	94890	18881	86247	98706	
95376	42684	3030	3362	32458	24359	31408	66015	21551	29894	
82405	76073	46174	49792	51342	31623	61313	25331	45109	4048	
85567	98365	59870	34909	63900	49836	57857	19917	91779	16559	
63135	29245	63578	22384	30666	90929	42908	59300	72752	35680	
89294	4437	43787	76172	24175	91683	23871	20635	81533	7810	
19925	76964	10121	90276	45487	94391	6179	23879	42478	7670	
59715	52865	39610	19457	93007	58683	58516	93560	81697	87927	
24275	69139	51612	1364	52755	85312	67410	94575	90492	14497	
51569	38405	41386	78014	19396	6120	52283	58088	98474	84943	
41248	59111	52485	50920	22552	90721	92234	21701	75316	53604	
90355	65769	39118	29078	75558	4893	37543	28393	65884	13143	
87057	41140	85537	88489	86489	4802	64428	79272	7863	25753	
37650	12723	76876	9206	93267	54169	23243	26294	16243	4779	
24085	62856	61208	75328	20052	10907	96654	33768	1126	93901	
92021	80966	5269	38437	83014	73393	24099	77341	22206	84609	
92962	36583	19713	38519	50351	44096	35791	37433	60992	95268	
83485	87048	26879	94054	41557	51097	79562	92667	97858	39595	
63094	22013	51617	9931	72431	72389	11707	61630	40750	63873	
93135	65803	72213	70064	13135	12990	58028	96797	72453	77190	
5648	44633	71645	85351	24362	42182	1107	50006	85774	14989	
19760	82272	38978	3430	52909	87705	51015	42180	71109	93834	
34923	80078	16108	40381	71050	74075	69339	32111	57018	25012	
69601	4027	14087	59388	34675	37976	70256	48827	73065	71329	
19251	35487	6892	2197	93494	70673	50473	50845	68315	22958	
70539	13801	76372	36157	85993	41012	70730	1003	63405	51125	
7252	36284	54737	65926	81767	50232	671	93589	54371	95085	
88204	67596	25041	43288	29663	9204	59179	43049	54012	35933	
89415	12322	84988	14918	33212	10094	91346	2537	51903	24352	
8406	65416	53742	83759	3469	96899	79455	28039	28174	11109	
26828	63453	39301	46169	65537	30259	10778	62773	76080	93082	
34557	54876	7865	43019	29955	27906	80803	90205	10014	75997	
90905	91909	26056	44317	38101	11336	95201	28112	39562	12856	
13413	38735	75209	63738	34001	65668	14598	96091	71754	3737	
76566	34085	11829	9104	22305	16499	96801	23189	82295	40263	
38186	30613	11477	38169	36644	83813	78257	30072	34386	5650	
21227	42534	91782	27419	25510	84604	2616	22456	9980	92866	
28536	23147	7613	15540	11840	71732	9675	92534	25811	43456	
67275	41371	31746	43846	90595	31439	19757	43254	56863	27227	
77259	31964	63815	9380	12684	13019	25473	16146	18748	16730	
94861	39654	28767	4053	32774	20291	49373	74638	78434	92525	
41274	40612	80392	68825	74895	83609	91440	69389	56752	51406	
30244	87910	32760	31305	66302	24912	49759	3352	42278	21614	
7107	23422	50344	47770	51991	5771	7392	68699	45793	18029	
46400	58267	90138	92347	43830	30625	29549	60696	92154	60298	
33178	22389	73139	75907	49381	45811	38297	90121	12486	79709	
