0.100000	1414.504117	8.118504	1409.136020	65.719887	0.000000	0.000000	6.317000	0.000000
2.600000	1413.493223	2.214879	1411.714750	65.510726	1.800000	1.163415	8.477850	2.139632
5.100000	1413.493223	2.214879	1393.325860	62.278221	9.080000	1.926320	16.451060	4.127761
7.600000	1413.493223	2.214879	1392.221420	61.543613	18.370000	2.798466	26.850050	5.945107
10.100000	1415.254693	11.262732	1377.804480	68.039303	27.360000	2.890318	35.805790	7.136779
12.600000	1414.590911	8.259248	1381.012630	66.796239	34.690000	3.675458	45.669050	8.704938
15.100000	1413.651603	2.467600	1380.042170	65.757837	41.210000	3.288471	52.555220	8.596394
17.600000	1413.493223	2.214879	1383.651900	60.216121	47.240000	3.565038	60.192280	9.935538
20.100000	1413.493223	2.214879	1383.538500	58.734816	52.680000	3.231411	67.473070	10.924002
22.600000	1413.493223	2.214879	1383.170430	64.067683	57.570000	3.690706	73.840760	11.418837
25.100000	1413.493223	2.214879	1384.405380	59.940481	61.690000	3.902071	79.971480	13.165916
27.600000	1414.864349	8.836516	1388.531930	61.499507	66.220000	3.820677	86.703040	12.136056
30.100000	1413.493223	2.214879	1388.547230	61.524311	69.840000	3.431052	90.414240	13.442046
32.600000	1414.691065	8.393163	1385.101270	61.039020	72.380000	3.606336	95.841500	14.571438
35.100000	1413.493223	2.214879	1384.749060	66.563203	75.210000	3.403192	100.025600	15.010093
37.600000	1413.493223	2.214879	1383.679520	66.644578	78.240000	3.197600	104.105970	15.039387
40.100000	1413.493223	2.214879	1382.694280	67.797056	80.360000	3.506185	107.690310	14.422549
42.600000	1413.493223	2.214879	1385.694580	63.536112	82.570000	3.257486	110.109700	13.960248
45.100000	1413.493223	2.214879	1382.802900	66.259660	84.790000	3.534234	114.652300	16.071916
47.600000	1413.964051	3.803814	1380.362890	67.250115	86.680000	2.974233	119.324650	17.197113
50.100000	1416.055357	13.245271	1378.041650	65.852867	88.300000	2.904194	120.985940	17.516456
52.600000	1415.198803	11.043978	1379.920620	66.110530	89.360000	2.732224	121.856400	17.034198
55.100000	1413.617898	2.486294	1381.602910	64.785069	90.830000	2.309642	124.280290	16.528593
57.600000	1413.493223	2.214879	1384.773370	68.993975	91.980000	2.593621	124.788620	17.111850
60.100000	1413.493223	2.214879	1384.780250	67.859095	92.920000	2.245894	127.037890	16.482514
62.600000	1413.493223	2.214879	1383.893700	66.802277	93.570000	2.421516	128.187820	17.194842
65.100000	1413.493223	2.214879	1384.618510	65.556009	94.180000	2.180631	129.600350	17.646217
67.600000	1413.493223	2.214879	1382.766810	65.453089	94.630000	2.067815	129.033600	17.748808
70.100000	1413.493223	2.214879	1382.481830	65.634692	95.300000	1.882938	130.089390	17.967923
72.600000	1413.493223	2.214879	1382.413200	63.463454	95.630000	1.845853	130.618160	17.171090
