100 0
50 125 0
137 110 0
78 187 0
184 65 0
101 153 0
231 183 0
57 96 0
127 295 0
173 159 0
63 261 0
116 294 0
51 84 0
157 195 0
42 60 0
200 273 0
132 114 0
80 241 0
208 252 0
30 212 0
104 211 0
151 128 0
84 192 0
148 186 0
185 282 0
233 147 0
248 265 0
192 148 0
215 287 0
249 214 0
40 75 0
109 164 0
122 243 0
203 247 0
193 197 0
245 73 0
188 144 0
171 226 0
207 279 0
41 220 0
27 149 0
144 194 0
238 159 0
136 282 0
74 289 0
201 245 0
95 245 0
212 163 0
254 77 0
98 207 0
1 120 0
175 195 0
82 207 0
68 129 0
39 264 0
135 207 0
178 252 0
253 203 0
217 197 0
209 114 0
168 174 0
8 272 0
97 183 0
241 88 0
114 214 0
59 90 0
169 224 0
100 203 0
69 116 0
115 158 0
47 208 0
75 124 0
73 165 0
14 65 0
237 247 0
9 212 0
61 76 0
111 154 0
107 64 0
210 123 0
232 116 0
76 170 0
166 76 0
45 282 0
206 180 0
52 73 0
149 252 0
48 156 0
23 228 0
58 147 0
183 275 0
130 138 0
102 255 0
239 99 0
150 155 0
176 183 0
6 90 0
190 159 0
250 151 0
92 232 0
54 100 0
