50 0
78 182 0
24 123 0
148 127 0
205 107 0
184 174 0
169 84 0
37 68 0
115 279 0
234 260 0
70 253 0
88 182 0
84 277 0
251 248 0
216 90 0
36 81 0
82 217 0
246 201 0
182 206 0
30 175 0
142 232 0
214 235 0
81 221 0
226 186 0
86 280 0
108 283 0
135 203 0
33 189 0
56 69 0
151 182 0
225 73 0
123 299 0
96 277 0
153 183 0
222 257 0
25 98 0
73 126 0
187 271 0
197 272 0
54 273 0
163 134 0
80 170 0
244 163 0
106 232 0
179 203 0
26 256 0
231 133 0
180 222 0
104 197 0
134 281 0
12 200 0
