100 0
134 207 0
192 211 0
188 267 0
37 219 0
127 84 0
140 79 0
199 278 0
198 200 0
229 110 0
230 121 0
142 178 0
76 265 0
8 160 0
2 168 0
17 279 0
143 162 0
38 298 0
77 220 0
200 278 0
55 275 0
4 221 0
129 194 0
82 187 0
203 73 0
235 96 0
101 261 0
247 126 0
6 278 0
181 290 0
136 198 0
35 176 0
54 255 0
159 257 0
75 111 0
182 260 0
167 292 0
52 138 0
64 133 0
191 155 0
244 85 0
243 66 0
65 61 0
218 214 0
232 99 0
189 133 0
44 128 0
197 213 0
204 132 0
166 173 0
107 273 0
174 197 0
36 123 0
105 150 0
40 191 0
114 74 0
228 248 0
222 287 0
219 118 0
69 89 0
223 188 0
60 99 0
195 187 0
237 169 0
1 271 0
109 249 0
85 215 0
122 218 0
126 69 0
46 296 0
106 179 0
79 263 0
14 63 0
72 111 0
157 214 0
81 121 0
128 174 0
162 85 0
156 267 0
145 76 0
96 173 0
100 204 0
155 166 0
12 293 0
111 128 0
95 203 0
184 264 0
205 132 0
28 167 0
154 268 0
86 129 0
103 70 0
21 151 0
29 194 0
11 70 0
168 207 0
216 283 0
231 224 0
233 99 0
170 214 0
152 295 0
