100 0
67 106 0
211 84 0
221 247 0
129 231 0
99 110 0
198 138 0
65 95 0
14 131 0
246 80 0
212 204 0
92 165 0
159 272 0
254 219 0
160 246 0
66 227 0
213 258 0
6 239 0
54 219 0
119 287 0
185 280 0
123 65 0
68 138 0
207 128 0
70 267 0
49 163 0
209 174 0
217 147 0
124 295 0
130 278 0
106 117 0
190 77 0
239 249 0
1 142 0
179 164 0
107 241 0
128 121 0
89 149 0
122 217 0
226 293 0
191 154 0
61 66 0
41 65 0
84 144 0
189 208 0
216 203 0
149 187 0
91 214 0
52 193 0
45 280 0
12 124 0
152 167 0
88 239 0
114 202 0
251 196 0
161 213 0
167 181 0
201 236 0
132 209 0
224 293 0
173 112 0
175 233 0
245 115 0
28 136 0
158 112 0
236 126 0
50 207 0
205 266 0
220 63 0
194 97 0
24 232 0
115 74 0
153 113 0
137 291 0
96 139 0
25 236 0
208 253 0
192 210 0
163 122 0
79 75 0
8 235 0
9 82 0
18 236 0
171 259 0
244 206 0
60 236 0
150 114 0
34 94 0
148 164 0
243 231 0
240 125 0
146 284 0
188 107 0
111 199 0
85 270 0
242 249 0
90 134 0
228 275 0
241 110 0
195 186 0
93 145 0
