50 0
213 164 0
81 282 0
36 179 0
109 141 0
62 228 0
21 224 0
70 294 0
158 228 0
248 61 0
7 292 0
216 88 0
238 114 0
199 276 0
96 157 0
55 293 0
82 181 0
169 285 0
113 78 0
104 115 0
71 234 0
67 112 0
208 186 0
22 136 0
140 144 0
180 66 0
193 281 0
191 284 0
217 140 0
85 114 0
31 236 0
143 176 0
127 127 0
197 65 0
30 158 0
241 271 0
14 261 0
119 85 0
39 171 0
75 211 0
103 79 0
73 240 0
98 117 0
200 156 0
226 83 0
84 284 0
173 84 0
184 125 0
236 257 0
45 122 0
166 286 0
