100 0
176 90 0
4 173 0
9 225 0
84 93 0
234 283 0
238 60 0
248 108 0
172 133 0
251 143 0
41 97 0
133 143 0
85 295 0
171 86 0
163 280 0
184 179 0
77 126 0
237 270 0
198 185 0
173 212 0
174 223 0
33 87 0
108 101 0
56 173 0
239 255 0
161 261 0
75 126 0
143 150 0
124 244 0
38 230 0
78 140 0
145 219 0
12 122 0
147 117 0
245 189 0
132 95 0
74 200 0
101 286 0
131 252 0
151 289 0
110 226 0
231 226 0
211 246 0
82 254 0
23 192 0
49 78 0
199 137 0
80 295 0
26 110 0
225 87 0
121 158 0
233 100 0
87 213 0
214 217 0
160 152 0
39 264 0
220 74 0
68 224 0
96 253 0
210 263 0
99 293 0
94 182 0
2 69 0
112 278 0
150 197 0
83 126 0
128 257 0
27 115 0
60 259 0
154 208 0
187 141 0
51 276 0
54 260 0
76 247 0
102 201 0
189 212 0
175 115 0
204 71 0
221 84 0
129 235 0
98 238 0
88 147 0
15 122 0
224 285 0
61 239 0
122 174 0
115 257 0
123 86 0
104 285 0
21 64 0
111 238 0
135 228 0
180 228 0
50 283 0
134 253 0
47 102 0
70 131 0
167 271 0
149 208 0
43 211 0
5 165 0
