100 0
60 139 0
98 232 0
252 134 0
19 183 0
159 295 0
61 128 0
35 293 0
117 233 0
102 85 0
233 217 0
187 272 0
21 213 0
165 63 0
200 213 0
71 182 0
112 91 0
40 146 0
224 216 0
203 292 0
7 149 0
105 132 0
29 292 0
12 74 0
197 119 0
127 261 0
111 200 0
216 217 0
177 200 0
55 181 0
5 228 0
166 96 0
158 208 0
15 151 0
49 193 0
100 296 0
59 130 0
44 244 0
24 238 0
14 172 0
131 188 0
182 179 0
164 142 0
3 157 0
248 76 0
243 231 0
56 208 0
234 101 0
110 69 0
0 153 0
6 63 0
163 106 0
172 259 0
80 280 0
206 188 0
146 118 0
101 187 0
86 255 0
38 296 0
77 68 0
65 135 0
147 198 0
235 70 0
88 189 0
227 81 0
185 299 0
23 112 0
150 245 0
118 93 0
249 194 0
210 73 0
149 255 0
218 91 0
238 122 0
239 147 0
95 152 0
108 221 0
62 211 0
70 162 0
85 226 0
143 246 0
202 109 0
137 209 0
199 175 0
232 148 0
230 114 0
132 179 0
215 66 0
223 144 0
228 231 0
31 221 0
181 160 0
188 228 0
229 158 0
204 194 0
11 284 0
141 108 0
251 128 0
253 270 0
183 116 0
221 111 0
