50 0
199 144 0
233 218 0
92 185 0
174 197 0
133 104 0
24 69 0
186 143 0
112 291 0
246 174 0
179 277 0
231 77 0
208 110 0
96 240 0
135 253 0
16 171 0
219 63 0
17 62 0
19 190 0
20 218 0
189 112 0
58 142 0
31 165 0
124 269 0
155 124 0
104 270 0
253 120 0
79 248 0
50 147 0
33 188 0
230 65 0
117 295 0
157 83 0
53 211 0
7 201 0
13 147 0
80 68 0
184 151 0
236 297 0
162 177 0
226 66 0
85 147 0
154 141 0
73 171 0
51 145 0
161 81 0
37 250 0
200 226 0
75 124 0
204 186 0
166 194 0
