100 0
159 264 0
118 236 0
26 267 0
196 206 0
104 227 0
6 167 0
223 115 0
247 219 0
91 186 0
25 101 0
127 114 0
224 288 0
180 196 0
138 173 0
164 100 0
153 153 0
72 250 0
203 264 0
128 254 0
59 169 0
94 213 0
221 182 0
44 65 0
15 265 0
65 249 0
148 176 0
233 97 0
139 63 0
0 131 0
208 190 0
171 199 0
50 210 0
150 239 0
207 186 0
136 179 0
85 237 0
87 110 0
21 132 0
211 102 0
124 114 0
210 133 0
70 247 0
251 127 0
36 177 0
213 89 0
106 219 0
123 68 0
19 105 0
80 138 0
132 172 0
16 164 0
24 110 0
108 253 0
11 204 0
41 187 0
222 76 0
187 127 0
238 181 0
179 117 0
71 203 0
228 214 0
119 65 0
18 118 0
193 147 0
13 218 0
62 222 0
156 298 0
126 290 0
79 133 0
246 60 0
114 280 0
248 236 0
54 102 0
93 200 0
27 76 0
32 98 0
60 236 0
157 238 0
117 182 0
146 214 0
63 193 0
2 266 0
241 285 0
92 93 0
52 101 0
102 128 0
105 151 0
110 102 0
234 173 0
38 254 0
202 157 0
78 107 0
158 219 0
49 126 0
5 251 0
10 102 0
194 288 0
191 112 0
56 86 0
197 278 0
