100 0
204 137 0
107 121 0
237 253 0
92 279 0
217 185 0
87 292 0
249 128 0
125 142 0
106 95 0
201 127 0
68 215 0
229 282 0
67 96 0
79 223 0
81 158 0
141 175 0
18 271 0
169 156 0
253 95 0
145 230 0
254 288 0
142 132 0
153 205 0
4 112 0
1 258 0
2 241 0
38 112 0
114 122 0
60 92 0
210 185 0
225 99 0
72 225 0
174 151 0
22 214 0
199 90 0
161 280 0
121 124 0
221 117 0
85 104 0
211 168 0
175 96 0
100 130 0
51 176 0
119 296 0
20 285 0
242 292 0
143 170 0
96 109 0
207 227 0
173 228 0
163 248 0
223 211 0
48 255 0
44 180 0
247 185 0
155 140 0
148 250 0
132 254 0
65 94 0
208 121 0
54 133 0
205 282 0
5 92 0
76 247 0
36 227 0
31 180 0
73 289 0
136 283 0
159 153 0
28 269 0
156 74 0
17 274 0
186 113 0
98 289 0
34 228 0
16 66 0
180 133 0
248 74 0
139 194 0
146 117 0
78 266 0
70 243 0
75 271 0
231 231 0
120 282 0
6 143 0
90 148 0
26 173 0
99 231 0
214 154 0
164 108 0
151 88 0
236 253 0
42 160 0
128 229 0
152 107 0
71 103 0
95 157 0
3 250 0
189 185 0
