100 0
74 267 0
202 227 0
152 275 0
174 135 0
247 158 0
61 79 0
161 173 0
177 194 0
32 236 0
15 224 0
225 283 0
62 187 0
214 134 0
55 130 0
5 99 0
153 178 0
64 80 0
1 123 0
183 105 0
9 237 0
28 116 0
145 137 0
84 97 0
229 225 0
130 233 0
171 217 0
150 148 0
144 64 0
0 180 0
10 266 0
107 100 0
39 179 0
192 288 0
181 241 0
137 291 0
104 88 0
211 250 0
215 159 0
147 289 0
213 269 0
201 80 0
190 224 0
208 229 0
188 206 0
22 60 0
142 69 0
180 238 0
235 202 0
212 108 0
99 100 0
78 186 0
155 173 0
254 132 0
2 109 0
234 214 0
210 266 0
216 213 0
239 273 0
140 231 0
100 119 0
101 255 0
49 207 0
127 201 0
87 174 0
128 293 0
244 143 0
196 294 0
103 128 0
97 208 0
42 226 0
21 249 0
164 221 0
59 295 0
24 281 0
41 83 0
162 98 0
113 173 0
131 85 0
245 78 0
248 162 0
243 140 0
56 143 0
14 145 0
184 264 0
46 241 0
27 234 0
57 115 0
81 155 0
226 135 0
221 262 0
193 195 0
116 147 0
4 297 0
96 69 0
249 183 0
165 140 0
232 274 0
76 115 0
186 227 0
203 184 0
