50 0
13 237 0
127 153 0
46 108 0
107 110 0
225 195 0
210 86 0
241 118 0
189 252 0
215 196 0
36 258 0
135 61 0
183 202 0
93 216 0
181 126 0
125 122 0
96 184 0
217 203 0
0 90 0
138 212 0
120 150 0
139 95 0
202 211 0
194 270 0
142 295 0
154 268 0
82 60 0
211 241 0
11 83 0
56 138 0
244 112 0
102 188 0
180 124 0
238 65 0
237 247 0
137 122 0
190 83 0
68 78 0
141 119 0
35 291 0
199 156 0
79 72 0
31 92 0
65 261 0
231 223 0
16 68 0
73 235 0
105 116 0
26 96 0
176 118 0
246 99 0
