50 0
198 141 0
220 209 0
121 182 0
199 247 0
5 200 0
24 105 0
236 137 0
230 113 0
40 286 0
143 267 0
128 230 0
159 68 0
2 104 0
59 127 0
105 68 0
239 138 0
93 190 0
184 283 0
73 70 0
57 102 0
63 64 0
83 129 0
250 63 0
142 66 0
39 165 0
223 140 0
98 150 0
137 155 0
77 81 0
116 91 0
30 215 0
189 123 0
235 268 0
114 221 0
97 234 0
207 135 0
43 241 0
75 78 0
109 168 0
197 170 0
204 213 0
242 289 0
79 219 0
153 162 0
122 153 0
19 270 0
45 133 0
47 298 0
1 128 0
163 125 0
