100 0
185 115 0
127 297 0
217 181 0
216 156 0
56 212 0
34 85 0
198 75 0
102 154 0
63 71 0
95 229 0
145 173 0
144 154 0
11 260 0
12 132 0
5 236 0
154 201 0
130 103 0
232 93 0
47 232 0
96 243 0
178 72 0
39 221 0
75 70 0
165 190 0
30 71 0
48 108 0
211 97 0
147 72 0
84 138 0
91 124 0
16 143 0
251 255 0
189 187 0
207 243 0
160 117 0
222 80 0
166 91 0
51 70 0
174 221 0
243 209 0
124 76 0
68 183 0
94 278 0
142 291 0
9 93 0
244 225 0
194 93 0
105 210 0
72 246 0
118 64 0
179 171 0
140 111 0
29 215 0
199 135 0
42 255 0
162 208 0
50 253 0
129 284 0
131 94 0
41 198 0
10 293 0
98 198 0
49 216 0
253 207 0
20 83 0
82 90 0
169 93 0
81 173 0
26 245 0
19 274 0
22 143 0
27 168 0
53 243 0
188 256 0
135 137 0
229 271 0
168 122 0
55 114 0
3 193 0
122 180 0
104 90 0
226 86 0
246 154 0
209 153 0
163 125 0
38 159 0
62 285 0
213 213 0
203 169 0
248 216 0
113 104 0
214 123 0
172 247 0
66 73 0
64 248 0
132 141 0
74 276 0
133 104 0
238 276 0
15 189 0
