100 0
228 145 0
104 276 0
243 290 0
167 149 0
33 278 0
73 183 0
171 115 0
103 117 0
216 109 0
123 90 0
174 244 0
144 288 0
163 157 0
132 294 0
177 60 0
43 72 0
153 273 0
23 75 0
172 74 0
168 261 0
183 156 0
71 66 0
130 84 0
6 175 0
139 122 0
223 259 0
252 81 0
154 252 0
151 264 0
148 119 0
150 99 0
31 103 0
0 87 0
28 176 0
157 185 0
135 178 0
111 77 0
211 88 0
27 259 0
138 237 0
233 237 0
143 231 0
238 216 0
240 295 0
96 280 0
2 121 0
106 213 0
149 132 0
81 276 0
4 80 0
159 295 0
127 207 0
126 124 0
83 294 0
140 139 0
108 210 0
204 136 0
137 101 0
47 291 0
58 229 0
55 270 0
11 234 0
129 92 0
102 291 0
254 249 0
32 247 0
56 110 0
120 179 0
155 73 0
184 233 0
101 83 0
203 181 0
222 283 0
231 185 0
141 236 0
19 299 0
119 75 0
247 199 0
191 128 0
206 138 0
195 263 0
116 179 0
176 295 0
50 81 0
200 293 0
193 286 0
89 182 0
188 138 0
92 168 0
209 161 0
182 219 0
229 158 0
230 191 0
242 123 0
3 123 0
100 174 0
16 143 0
107 209 0
38 122 0
76 127 0
