50 0
132 86 0
149 158 0
19 125 0
5 238 0
30 110 0
157 283 0
40 298 0
107 248 0
99 288 0
11 230 0
245 152 0
122 97 0
206 131 0
116 88 0
234 248 0
125 269 0
231 209 0
64 298 0
154 290 0
16 205 0
55 182 0
205 243 0
226 210 0
133 66 0
192 153 0
135 270 0
85 147 0
100 71 0
4 206 0
106 111 0
239 186 0
250 240 0
79 235 0
17 119 0
153 87 0
247 141 0
253 74 0
68 294 0
53 88 0
15 115 0
49 223 0
110 273 0
42 254 0
59 109 0
93 170 0
69 100 0
67 179 0
26 271 0
244 143 0
190 73 0
