50 0
209 170 0
68 210 0
18 128 0
126 296 0
182 184 0
156 81 0
7 218 0
173 125 0
43 108 0
81 280 0
189 167 0
77 95 0
254 268 0
153 235 0
234 155 0
115 225 0
138 60 0
80 249 0
95 294 0
103 101 0
10 135 0
224 275 0
208 277 0
128 271 0
194 241 0
11 190 0
53 267 0
123 201 0
83 75 0
149 294 0
117 98 0
205 168 0
99 151 0
166 261 0
237 236 0
193 255 0
196 172 0
250 197 0
98 191 0
9 83 0
45 268 0
226 114 0
201 209 0
33 112 0
246 276 0
42 244 0
37 79 0
215 186 0
240 131 0
217 107 0
