100 0
16 132 0
93 207 0
24 250 0
201 179 0
76 203 0
217 279 0
172 299 0
29 123 0
133 198 0
231 81 0
92 236 0
57 261 0
143 266 0
146 205 0
89 96 0
0 157 0
64 165 0
90 272 0
165 155 0
141 213 0
2 212 0
167 164 0
30 282 0
191 119 0
94 292 0
183 258 0
205 132 0
236 205 0
160 136 0
116 163 0
210 79 0
75 132 0
180 155 0
159 291 0
158 293 0
83 174 0
235 134 0
66 103 0
1 248 0
106 167 0
9 84 0
117 161 0
113 212 0
144 267 0
229 83 0
188 113 0
6 244 0
52 230 0
26 270 0
51 270 0
252 184 0
228 220 0
254 249 0
123 101 0
199 245 0
23 138 0
129 269 0
73 209 0
110 61 0
107 188 0
173 261 0
45 92 0
91 289 0
189 193 0
20 87 0
195 85 0
211 117 0
190 268 0
65 135 0
174 179 0
232 179 0
226 60 0
32 137 0
27 73 0
126 114 0
74 190 0
241 118 0
120 154 0
86 71 0
164 65 0
233 160 0
203 254 0
25 205 0
168 298 0
62 281 0
5 198 0
44 194 0
227 217 0
224 193 0
207 285 0
216 66 0
67 268 0
242 143 0
104 239 0
18 247 0
170 179 0
49 242 0
142 254 0
34 145 0
13 292 0
