100 0
16 293 0
253 89 0
177 165 0
226 69 0
41 281 0
44 213 0
196 295 0
19 61 0
99 107 0
95 278 0
84 261 0
234 214 0
171 136 0
4 192 0
91 62 0
211 176 0
182 293 0
251 105 0
71 180 0
143 284 0
136 78 0
158 75 0
236 72 0
45 176 0
118 189 0
130 248 0
138 261 0
155 288 0
93 253 0
164 126 0
10 256 0
29 233 0
26 159 0
27 75 0
12 78 0
131 63 0
208 141 0
205 194 0
154 295 0
46 266 0
61 237 0
159 254 0
14 218 0
183 92 0
250 233 0
21 119 0
8 64 0
124 150 0
210 172 0
179 243 0
7 181 0
105 124 0
120 223 0
176 255 0
72 149 0
167 278 0
161 262 0
199 158 0
28 291 0
149 249 0
248 196 0
151 240 0
25 240 0
87 261 0
2 246 0
181 118 0
222 218 0
47 63 0
150 62 0
186 118 0
194 179 0
202 98 0
51 271 0
80 139 0
102 116 0
216 146 0
63 89 0
229 126 0
145 65 0
18 274 0
75 181 0
187 266 0
76 78 0
142 262 0
17 99 0
128 284 0
79 114 0
38 251 0
203 289 0
73 74 0
144 139 0
66 246 0
239 144 0
242 295 0
175 227 0
81 218 0
147 66 0
213 164 0
97 274 0
39 110 0
