Instance50PP10Act3Res10TResMinUnc0.5MaxUnc1.0Seed1.dat
11943	1726	33923	30477	60373	236564	132512	103173	4618	25270	
48163	16376	36329	1656	58328	126943	66799	70570	762	98620	
133329	100671	96439	114889	85803	221898	231627	51261	3659	6814	
19817	68825	132014	39103	6089	55404	9103	168600	101361	19351	
40678	36450	4173	53088	39021	44893	99639	11368	223669	97100	
263842	39463	4476	4474	11692	65236	48882	17920	3490	34792	
70372	126880	61637	78146	67948	77593	57051	42161	80058	5715	
77059	198815	100585	24118	110348	108788	84440	42857	29215	17418	
92459	57492	80748	5836	20245	43445	55053	83788	116659	51006	
57349	11351	3093	145419	3000	102105	6055	25643	126858	18315	
30895	73715	9831	66557	44367	106394	8885	46723	41969	3531	
51887	38525	41488	4522	50948	10648	92340	12193	68339	80193	
40390	62834	116123	1806	48341	222460	31760	146462	156422	9945	
57409	34654	60239	180945	16238	6644	23709	85103	113403	65501	
47245	50577	29796	32915	42572	97880	20660	47268	67546	49084	
160495	81809	49726	32937	50194	5800	1672	46980	3985	10945	
6644	38576	39699	101450	44689	8032	41948	68197	7816	71826	
113946	8252	62674	9489	82366	73790	13063	38089	30678	2214	
7255	16949	85605	52015	25649	15709	188637	59932	1513	37027	
26849	55379	8175	32416	8337	62287	39520	111532	29627	59869	
211681	94666	28842	61554	74549	29824	52473	47250	26850	126442	
100400	181531	10497	41848	73219	82217	38799	163914	44869	50375	
57640	9658	49459	12526	77723	155783	13060	40505	42142	140411	
113622	33677	90940	95970	5596	26705	150672	31026	3921	185414	
2076	51373	63881	70490	948	74745	1096	60026	143635	15338	
71792	111166	116535	3274	42195	96554	68924	52238	39593	131063	
53100	123440	72950	10428	67654	90424	53822	65067	45077	13351	
78546	4841	967	52912	48218	6233	39663	27297	41428	50784	
21006	25807	11342	1687	60696	14300	81217	57919	90852	15943	
84774	15580	30602	45475	7479	68443	77515	494	60097	50014	
14152	20060	97134	33996	122108	96571	1004	128957	47798	102476	
82362	20376	19246	41426	102951	4869	27470	22196	91538	42527	
65989	26298	134343	14857	59089	7844	46842	4344	77866	32028	
8886	25166	125882	168039	6964	213026	89144	30220	24654	600	
55452	50821	143450	106851	92606	57992	1984	184715	95471	203644	
31281	58735	17344	39071	62876	9666	131965	64347	5457	23193	
9042	121039	15794	37637	53620	9291	129444	60606	44153	22723	
21486	36385	50280	94278	40903	78860	35720	3599	131395	9584	
56048	40371	22563	6566	41572	20842	150799	38266	21766	31664	
23925	50288	14835	60500	80742	157727	107258	26876	20021	7131	
10187	47570	75359	47620	42136	25950	3734	13084	7028	57368	
28879	11789	15314	14133	8552	115236	1066	6070	32670	55093	
71115	104330	23609	48991	134920	6887	24766	1447	34170	35199	
123456	27715	83627	1769	14057	9713	31706	9749	17407	2039	
60925	17422	23561	6421	7905	21154	59592	59742	123842	8839	
39490	17602	137202	70768	96033	164650	98066	22855	73886	40240	
81123	58248	58743	34475	7099	22457	56621	2922	103229	6590	
16178	12971	101236	25686	2953	3150	0	30165	99486	21672	
68829	63868	101160	259278	24985	16074	32234	60890	98655	155746	
27803	5130	62167	142392	61383	61742	16734	70935	3301	67186	
