50	50	3	50	1194186339.22855	48682.5991999999
10	17.711	13	24.536	12	21.702	22309	1365.514	5	15.027	22	17.639	49	22.538	13886	2366.992	33	24.844	41	20.434	30	21.633	64686	1590.043	3	20.931	44	19.095	2	22.84	26918	4259.774	47	22.443	44	23.884	1	17.332	98747	2675.791	36	23.233	18	20.805	47	21.833	77953	2790.414	36	24.277	41	24.285	37	22.393	2283	287.449	38	17.151	35	16.449	45	20.035	24024	1737.895	32	22.483	48	18.419	35	18.787	52275	7210.577	49	17.422	1	18.539	19	21.816	42664	1030.879	36	15.193	28	19.397	5	15.254	63489	76.845	16	19.812	22	24.665	42	17.085	62670	7936.418	48	16.491	28	22.394	37	20.639	84013	8955.013	22	24.991	25	20.55	17	22.631	69024	5366.113	9	19.828	37	15.134	27	15.867	30425	2747.126	19	15.5	28	17.587	30	23.402	75346	11067.587	46	22.586	13	19.795	45	18.984	13015	200.373	21	21.124	48	18.313	31	17.3	4112	434.435	10	21.877	3	18.762	16	22.293	30842	617.945	4	16.967	33	22.342	26	21.511	69234	5394.197	25	22.593	31	17.787	29	24.572	7923	662.329	47	23.105	38	19.377	19	23.251	96284	7228.662	44	19.456	5	16.422	43	20.36	44340	4076.158	33	16.383	35	21.447	38	24.834	68663	2359.523	43	17.855	14	18.815	49	24.751	56434	10553.21	48	15.041	31	21.063	12	17.29	18621	3452.376	3	17.819	37	23.814	39	20.716	3996	386.375	43	15.096	34	20.219	21	19.703	44943	7199.153	27	23.835	22	15.614	1	24.418	92138	53.776	25	21.801	38	19.361	22	17.079	91526	589.759	43	20.867	30	17.876	22	16.117	34560	6079.338	42	17.787	22	18.548	21	16.113	3501	173.212	10	24.222	9	24.471	44	22.47	26954	83.116	43	19.418	1	16.849	28	15.335	83512	16609.838	44	19.022	15	24.218	46	17.955	41285	5638.9	17	21.802	45	19.76	10	24.558	10038	702.284	23	17.496	8	21.308	20	18.568	24908	210.578	35	20.937	43	22.772	42	21.663	23281	2652.444	0	19.537	42	15.598	12	21.573	57259	2609.417	42	19.034	4	21.154	28	15.789	23135	721.118	18	20.569	10	21.872	38	19.14	16570	427.38	14	18.862	5	16.517	28	16.089	88817	17429.013	45	18.116	37	21.15	29	19.081	9245	1738.06	2	23.26	26	21.735	12	24.604	80911	4984.087	21	15.913	49	22.268	10	15.557	37117	617.291	44	17.58	14	22.082	41	23.163	88461	6256.09	16	20.209	1	20.431	37	22.321	20942	3358.974	47	15.031	11	18.435	23	21.005	79851	12790.115	43	20.901	21	19.793	48	22.747	92885	6355.134	46	20.624	4	22.6	8	20.244	66485	10936.972	6262987	3.65
27	18.342	11	16.055	5	19.98	79459	8299.225	24	23.639	45	21.477	41	15.942	15933	146.241	24	18.429	46	19.125	41	20.082	87523	66.829	0	18.604	46	20.628	48	22.291	8547	53.725	49	18.192	30	17.066	1	16.64	29977	1074.284	47	18.805	11	19.121	16	16.999	55865	1960.464	17	23.706	38	16.868	26	21.368	81661	5542.022	25	23.778	1	18.428	47	22.586	18211	2323.846	12	20.803	32	22.881	35	16.732	98484	16237.077	1	21.53	49	19.823	0	21.651	75619	132.454	20	22.895	1	23.251	10	21.217	95379	8921.699	17	17.844	15	16.768	22	20.753	55504	4309.004	42	22.82	13	23.238	5	20.108	30980	3374.646	39	22.21	42	24.089	37	24.641	55649	8239.65	10	23.046	38	17.528	37	24.322	82982	14947.821	42	15.891	0	17.052	1	21.653	51447	5507.436	37	15.356	5	20.491	3	22.251	7474	1451.91	11	17.561	32	22.92	15	15.074	32379	1676.311	3	16.293	30	15.367	40	19.608	87076	2062.214	22	17.254	35	17.781	2	24.584	45731	5338.548	12	22.063	1	17.575	30	17.969	31358	2412.22	6	17.425	9	19.041	1	17.815	98700	14555.485	2	15.718	30	18.445	34	16.715	66856	8071.491	18	18.19	29	22.738	6	16.318	96123	1690.875	41	23.778	4	21.174	26	22.536	89516	6214.946	35	18.134	46	22.07	32	19.339	88872	13068.276	31	17.621	19	23.877	2	21.078	55771	5538.742	7	20.972	44	19.55	8	18.805	5427	1039.121	31	23.012	33	19.558	16	19.068	7132	1098.972	13	15.43	33	15.439	41	17.126	35195	6311.408	31	20.218	3	15.321	30	21.373	21946	644.396	36	17.046	3	21.094	43	22.732	57610	9503.243	41	16.482	42	18.167	40	16.17	44510	8656.079	36	19.667	8	20.615	38	20.83	96138	6993.082	42	19.41	6	24.831	24	17.322	83016	125.009	27	15.17	39	18.724	32	17.977	59167	2758.539	1	17.323	22	16.919	5	19.606	33066	5243.908	24	21.198	36	16.989	13	21.831	18891	2599.458	41	17.62	6	23.149	38	17.122	58030	7667.914	16	21.503	31	24.36	48	20.61	40759	4765.588	35	23.596	33	23.022	48	24.977	4653	800.47	10	15.71	36	19.952	49	22.821	64482	6998.928	47	20.883	10	22.029	38	18.488	17507	1248.567	0	20.589	16	23.121	14	22.228	82872	8043.991	43	18.025	6	18.061	26	17.259	91319	6992.645	26	22.531	45	16.669	29	22.614	9093	1128.439	0	17.565	47	15.012	3	17.411	43143	2922.429	4	15.996	7	23.914	1	15.64	53647	3558.568	7	22.143	26	23.691	10	15.011	51722	10108.619	34	19.035	18	19.442	8	18.986	64731	9506.033	6787850	2.315
15	19.34	36	21.215	9	15.913	66129	11885.404	27	20.913	11	21.609	44	15.495	69081	3068.867	36	22.184	2	24.388	21	15.156	91455	785.139	42	23.492	24	23.989	5	15.804	66700	12548.006	38	22.464	2	19.339	22	19.583	50937	4158.683	15	16.915	38	21.462	18	23.551	47111	4194.472	4	20.209	31	24.638	42	23.376	72699	10141.274	41	15.205	46	15.458	36	22.28	96979	3931.038	6	24.78	16	15.59	2	17.602	21449	1500.185	32	23.203	8	16.685	33	17.691	2150	170.964	24	21.549	47	16.928	4	19.039	8456	1637.837	27	17.815	30	21.245	5	16.721	74354	1833.309	10	24.654	1	19.93	44	17.838	91784	14540.012	10	16.317	9	22.052	13	23.85	68521	6479.239	4	15.973	33	15.772	3	24.859	18278	2314.651	28	24.539	23	19.957	10	24.129	8051	143.795	13	18.072	4	15.973	32	21.754	11871	899.035	42	15.785	9	18.127	5	15.497	12736	12.382	23	16.119	12	16.208	40	15.945	45645	3565.663	14	17.294	22	19.224	9	18.959	23816	2668.503	22	17.048	39	16.724	20	17.135	48611	6324.192	35	24.209	14	22.92	44	16.724	22779	1238.12	38	21.256	31	22.31	30	17.488	61788	4291.586	41	23.176	24	17.244	26	18.824	60792	5688.731	23	20.609	16	22.367	0	21.952	70415	6892.179	29	23.705	4	15.025	0	16.47	31344	2561.517	47	24.273	16	18.186	46	15.96	21145	4141.626	43	21.93	34	15.703	18	24.784	77015	6449.691	14	15.218	47	16.625	16	18.583	69985	117.783	6	16.635	48	19.576	20	20.783	64663	141.765	49	18.516	43	21.401	5	21.141	34669	3863.096	2	19.93	37	16.061	31	19.652	55843	728.81	38	23.142	32	24.71	6	22.318	60007	10113.61	39	20.926	36	24.33	13	23.889	89297	16713.846	16	16.664	5	21.635	1	24.749	58659	647.298	21	15.065	2	24.048	9	18.716	86423	12516.87	41	20.439	31	19.323	30	17.364	94234	18019.651	32	17.045	17	20.803	25	24.175	16871	2738.579	21	19.665	48	22.073	33	18.975	64071	3750.968	21	24.365	38	23.047	35	16.815	47159	743.147	27	21.075	42	16.082	0	24.418	40783	633.905	44	24.422	49	22.669	47	17.783	59414	158.392	33	17.101	49	15.418	1	17.003	74916	14384.228	23	19.947	20	15.122	22	20.358	26029	156.104	49	21.067	25	18.342	34	24.618	96485	1374.223	45	18.335	19	17.88	47	19.44	1110	193.775	30	16.83	47	21.427	32	24.406	68598	1077.141	40	20.415	1	16.456	5	24.826	37455	5439.287	20	17.86	9	23.99	25	23.038	83614	13140.693	35	18.395	23	22.302	40	23.101	54049	1564.708	4869391	5.489
1	24.694	7	18.685	31	18.7	32324	3481.128	21	15.879	26	20.518	38	18.846	18283	2108.822	5	18.73	30	15.506	48	20.315	48504	4576.16	20	15.843	43	24.597	19	16.041	70381	7670.466	14	19.525	7	16.009	25	20.015	19990	1443.401	47	24.322	6	22.631	37	18.643	34412	5941.461	30	15.628	16	22.533	31	20.87	83949	10989.581	12	22.389	13	15.343	30	16.057	18017	1986.738	12	21.194	31	18.162	30	23.335	15997	2260.596	26	19.407	29	24.177	38	22.239	77399	15295.896	20	20.691	43	23.587	21	21.766	43419	1774.51	47	24.097	2	17.936	43	16.24	39222	1916.143	38	20.606	7	19.927	1	24.13	47048	6878.171	20	15.954	14	19.205	6	21.287	49852	2926.472	7	22.26	26	21.599	33	16.327	34295	3870.981	6	20.513	8	18.592	39	17.054	25014	4836.751	39	19.543	20	19.769	16	18.611	95357	14074.904	32	23.362	46	22.765	37	22.388	39477	1355.485	26	23.809	41	19.372	32	22.431	74764	2184.628	31	15.179	44	24.702	39	18.653	91400	10146.952	19	17.932	45	20.734	16	16.627	40619	7711.646	26	20.926	30	22.446	49	16.698	79591	2692.44	32	19.76	36	17.622	33	24.81	91926	3561.072	5	21.721	7	23.05	8	19.697	51124	8564.209	4	17.869	42	21.776	10	24.781	7469	87.433	35	22.212	20	24.609	15	23.594	98951	14215.095	13	16.552	40	24.761	7	15.346	11568	1652.368	48	21.791	27	24.502	26	24.039	17032	70.391	5	20.742	31	20.77	40	23.409	19001	2.696	2	20.947	23	20.791	3	16.226	51520	1085.022	29	22.859	28	18.791	22	22.886	3877	739.249	7	20.727	9	18.17	10	17.055	46530	2832.943	48	19.388	11	17.621	27	23.427	26629	2696.625	24	20.261	48	19.538	15	18.823	62763	2372.517	44	16.217	31	18.368	6	19.818	54950	9169.665	29	24.853	25	22.337	24	15.757	31169	6012.163	32	19.545	7	21.967	27	15.507	20140	732.136	7	22.323	14	22.517	6	16.915	67508	8415.073	7	17.169	49	21.981	46	21.647	10571	1883.843	7	23.733	22	15.225	2	22.619	80088	15646.519	43	18.259	42	18.25	18	23.801	33461	4089.677	1	21.432	22	16.261	23	16.396	98554	5882.776	48	17.264	15	17.764	33	20.352	87580	10330.881	3	18.754	26	16.341	25	21.136	34535	6395.802	39	15.12	23	21.245	35	24.558	36153	396.356	11	16.858	20	23.736	22	17.499	98514	2608.471	46	24.792	18	16.76	9	24.103	22815	4447.719	6	20.614	48	18.207	42	20.995	81351	4766.4	30	20.567	41	18.673	34	23.051	33556	1822.731	37	21.302	47	15.758	27	17.181	71311	11443.33	5831904	7.482
21	22.542	33	23.925	14	20.373	3315	431.894	1	20.208	14	23.063	29	16.878	33299	2375.267	10	16.629	14	16.671	24	22.734	7437	477.357	36	15.025	28	17.845	42	16.659	39747	5003.814	40	22.376	47	22.472	20	17.691	13354	1134.215	14	22.395	38	21.23	21	21.845	67609	10814.922	22	21.264	4	18.066	37	22.428	95597	199.591	47	24.507	21	20.374	25	23.251	1178	66.204	46	24.369	12	17.157	47	20.705	81491	12111.275	40	21.819	32	21.041	7	20.513	87505	1873.243	30	17.984	1	22.402	6	24.252	35343	3282.812	24	24.587	14	18.609	36	17.828	86791	7796.334	34	20.784	28	17.587	48	22.347	25689	623.84	47	21.906	14	24.402	21	20.711	94601	1024.23	5	24.279	12	20.217	30	17.99	54553	6934.961	13	24.653	34	19.191	41	19.789	88529	11224.628	5	16.363	33	20.397	29	16.552	10681	46.632	32	17.341	28	22.911	26	19.783	32496	1043.059	9	23.924	22	17.786	29	19.304	52206	8295.764	32	20.393	47	23.509	37	19.66	25791	4207.513	0	23.742	26	22.002	3	18.737	69202	3133.319	27	18.341	32	19.255	43	16.523	67427	9443.213	8	17.08	28	19.661	20	16.744	26498	4743.815	7	24.907	47	20.116	41	15.548	55032	166.658	4	22.87	45	22.901	2	16.336	50986	6617.319	2	22.342	35	18.243	31	23.037	43341	2507.815	27	20.784	28	16.409	39	24.009	53231	4351.479	43	19.254	37	22.596	12	23.652	31726	4989.766	48	18.632	10	17.272	23	23.749	96517	7484.208	39	24.692	22	18.121	21	22.246	7258	1199.589	7	17.328	36	20.933	37	16.561	7712	1050.436	36	23.853	29	17.045	44	19.112	65449	6443.065	28	20.752	49	24.558	32	18.679	34723	3039.918	9	20.679	14	19.385	37	21.253	18238	1107.372	29	17.622	44	16.4	0	19.828	45586	3538.91	32	17.415	27	23.218	29	21.1	89390	7149.772	36	22.832	18	19.363	35	24.187	81705	339.638	48	20.838	22	18.734	20	16.986	20489	3937.601	37	23.203	47	16.048	13	17.817	50531	310.473	12	23.57	49	21.39	21	19.629	42614	4231.102	7	24.738	34	21.948	2	21.038	1015	61.255	35	20.679	48	18.725	9	21.254	94097	12226.678	2	20.576	3	21.467	41	23.519	18876	1707.399	21	20.173	5	20.529	34	16.02	17180	1036.227	16	23.272	23	15.833	3	23.753	71025	4379.601	45	23.827	1	15.121	32	15.489	28782	4026.173	35	20.098	49	22.352	10	15.134	32135	977.74	25	24.718	47	21.782	0	24.358	8678	1709.082	17	17.327	6	19.752	31	23.794	14669	2179.035	30	16.61	46	17.328	36	20.773	35285	4309.355	3245115	9.12
22	22.489	21	15.68	23	23.419	8043	738.172	9	24.737	46	23.516	22	19.691	15295	1514.715	5	17.227	12	20.361	0	17.432	1823	160.897	5	21.772	15	24.393	4	23.27	62441	4624.566	5	19.349	44	15.322	36	19.872	43481	5468.725	29	23.677	17	21.689	24	16.248	26520	4927.744	41	20.316	31	20.747	32	21.186	87551	13732.864	0	23.313	44	18.531	43	18.853	24148	246.424	24	15.226	8	17.273	16	23.367	33249	3001.732	45	21.1	35	22.582	23	15.75	86938	3946.289	31	16.92	14	21.587	35	17.203	87810	14166.592	7	23.034	42	17.444	32	17.276	66880	6750.547	2	19.599	19	19.77	18	23.494	66473	5905.047	46	16.472	7	18.795	18	20.714	83051	3837.627	49	15.321	38	21.52	17	23.509	89981	8430.097	45	20.341	23	22.961	14	21.11	6440	299.615	33	23.233	37	19.736	39	19.096	58294	9412.144	41	24.707	3	23.304	49	21.326	14817	1965.402	39	21.304	23	22.015	11	16.967	77761	10495.352	32	24.789	16	20.673	47	17.702	57922	1645.258	15	21.19	18	16.78	38	24.901	56479	9888.828	9	22.129	47	15.155	28	18.217	62716	11886.836	12	20.476	49	18.008	1	19.677	30434	3775.493	44	17.292	47	19.858	43	19.87	67987	488.892	7	22.281	43	23.278	8	22.193	59197	4773.311	46	22.834	23	19.977	27	18.669	86215	1335.863	23	18.68	14	22.716	31	17.158	70594	9620.42	26	21.144	42	15.485	35	21.7	25164	1173.093	1	22.614	34	18.527	25	15.137	35598	4324.604	6	15.632	8	22.817	15	22.206	36236	5627.431	30	22.362	48	20.855	34	19.844	24502	1473.545	39	20.649	14	18.114	29	22.454	74705	8348.669	28	17.037	41	18.952	4	15.415	81760	6082.352	26	23.966	6	19.176	47	18.814	72258	8931.768	44	17.19	19	17.396	38	17.855	13355	2517.733	10	15.135	9	24.916	28	15.506	96327	1457.979	11	18.108	7	16.312	49	17.997	44565	403.032	46	20.689	27	17.238	9	19.167	36536	6979.503	44	23.206	30	16.022	19	22.267	81861	11333.641	16	23.989	37	23.643	44	18.573	25235	2923.594	43	21.412	12	22.729	29	19.781	20889	3029.731	10	18.632	43	19.606	45	20.379	39797	4690.191	28	20.239	14	19.778	27	24.735	20541	2412.002	15	23.865	11	16.937	32	17.91	59173	11749.443	28	24.665	32	15.45	12	18.578	77905	8277.78	36	19.076	39	20.195	26	21.404	96499	4850.991	31	22.349	6	24.644	13	18.869	56286	5376.294	1	22.828	46	24.877	34	16.601	84269	16528.427	10	18.736	30	17.946	43	15.867	95688	11955.415	38	17.592	12	23.848	13	21.158	74631	12588.03	5759048	9.525
16	23.646	1	21.823	33	24.067	7226	75.127	38	17.891	23	23.501	10	20.869	86971	4309.286	28	17.821	23	16.527	18	16.552	43246	6627.583	10	18.022	3	17.296	37	20.483	92865	10115.016	36	21.443	44	18.373	9	19.077	69194	1326.371	22	18.861	17	19.08	2	20.706	64689	6731.101	28	24.289	36	15.924	18	20.501	75865	3008.829	27	16.284	13	19.8	21	16.202	79775	2693.806	22	22.344	44	17.274	26	18.335	59940	11674.058	30	22.988	9	21.131	41	20.842	44973	1836.351	49	18.16	39	24.087	45	23.417	98250	16237.418	45	22.307	36	23.971	25	20.607	79616	5842.976	42	20.356	4	20.421	48	19.47	6974	561.758	10	23.186	39	18.625	26	22.949	15082	819.044	39	15.314	14	17.36	40	23.163	66059	3620.363	19	22.338	6	17.004	21	24.078	94099	405.269	40	18.053	7	17.419	18	15.467	49367	2802.953	2	17.282	32	23.358	20	24.441	35559	1219.238	15	23.859	45	23.282	24	20.951	55648	3301.34	17	23.735	5	15.836	38	16.254	98060	10900.515	12	18.257	44	23.204	25	23.327	62382	7084.362	49	18.685	27	24.753	32	18.096	61688	865.72	2	17.714	33	21.05	24	23.931	51748	4080.44	41	18.371	44	20.202	11	16.629	38153	7393.785	10	16.036	45	21.451	31	22.908	39782	5307.124	22	22.735	34	15.595	29	24.586	81779	944.027	39	22.624	30	16.02	37	23.323	86163	6377.101	29	21.424	33	21.119	26	24.804	15243	2718.05	29	18.504	22	19.384	25	24.902	94541	13679.661	31	18.748	0	22.479	2	22.985	80878	11386.422	37	18.301	22	19.144	33	18.741	8525	1395.198	3	19.782	0	24.307	26	15.316	34402	21.705	26	20.332	9	19.655	38	17.286	51915	776.427	21	20.93	18	21.559	32	19.092	37293	1831.721	9	24.962	22	22.352	43	22.695	11468	457.709	39	23.753	45	19.947	20	23.109	12105	222.162	43	21.445	27	15.853	15	15.031	96813	12879.656	32	22.27	31	17.962	37	16.549	34389	2907.566	5	23.316	36	22.414	4	15.351	80626	13210.959	17	16.591	42	22.197	48	17.124	45061	7046.357	42	16.254	17	17.208	38	21.414	65093	9751.99	0	17.701	16	24.961	4	21.561	16709	470.896	32	22.889	45	18.402	24	21.995	95702	12016.05	47	24.05	44	18.594	39	23.363	17196	2629.369	5	16.974	7	15.336	19	23.102	59512	6491.904	49	20.49	11	19.299	23	23.671	16522	2376.037	4	21.102	19	21.282	18	20.984	3192	633.097	31	24.637	21	17.569	6	23.304	78988	11204.69	25	24.931	9	20.858	36	18.304	75221	14503.778	43	20.003	6	24.764	46	17.387	41128	3321.612	3291104	4.306
19	17.197	38	23.918	41	21.969	23684	2697.682	47	16.666	21	19.536	0	16.312	29785	5308.163	19	16.094	0	23.306	25	22.916	37632	4304.379	25	21.51	26	23.063	4	22.824	67343	12629.842	17	23.171	8	19.962	31	19.465	64861	10401.028	32	18.505	43	24.247	21	20.017	78167	7190.992	25	18.427	17	24.374	10	20.166	59691	10997.522	37	21.392	49	19.252	13	23.043	87103	12703.239	28	20.93	3	16.657	39	19.828	7982	481.255	43	21.883	0	16.271	30	18.893	70726	9187.352	17	17.321	20	22.582	5	17.12	33879	2794.332	19	20.944	4	22.161	24	15.53	8353	322.597	47	20.349	31	20.203	5	17.54	9895	1253.827	1	18.298	42	22.843	48	19.811	2232	364.362	42	20.318	33	17.642	16	15.16	71311	5688.965	17	17.075	46	19.244	19	16.226	54919	3269.277	7	22.874	17	21.607	2	21.832	93927	12258.032	43	19.452	19	22.711	14	15.962	26645	4473.02	30	24.763	18	21.196	39	22.458	13280	778.14	20	23.855	0	16.119	6	18.884	50555	3953.28	29	24.237	38	17.991	6	19.332	60281	9776.635	20	15.469	35	15.59	12	21.835	83480	6792.231	5	21.394	42	23.253	47	21.99	75759	7102.246	11	24.489	17	24.282	9	16.042	61389	8328.567	34	15.146	7	20.761	43	23.969	24665	3255.413	11	19.964	10	15.532	6	19.206	79705	13942.895	31	17.258	30	23.561	47	24.32	59873	8723.068	21	16.501	15	24.044	7	22.969	73775	13283.539	14	18.343	37	23.551	41	21.614	67760	11781.291	23	23.493	9	15.123	16	16.794	16505	580.18	7	24.529	48	24.554	41	17.399	43530	1040.199	18	19.058	7	16.435	24	23.907	19119	1687.785	4	16.599	1	23.994	24	20.225	83516	9870.862	27	17.071	9	23.335	28	16.401	92748	5233.218	42	23.829	31	23.337	19	18.711	24050	39.919	40	16.963	19	16.332	35	18.489	15113	1451.381	24	24.195	19	21.014	34	17.055	56194	1836.266	33	22.568	20	15.552	9	22.955	75465	9040.314	43	22.207	0	21.795	24	15.404	81776	6187.452	31	18.233	10	24.018	37	16.605	20783	899.649	12	23.953	0	20.859	24	20.262	95305	569.965	13	15.973	26	15.253	5	20.471	57906	6924.58	31	23.461	45	23.115	42	17.306	42052	7679.263	44	22.096	39	23.459	49	18.857	16670	1218.717	16	20.409	12	22.751	10	20.662	785	31.962	42	15.446	33	24.37	9	17.157	30014	2619.722	22	21.461	1	16.854	18	15.364	91284	12041.889	14	20.024	49	18.766	29	15.769	74715	3913.186	38	19.506	10	22.848	40	17.103	15623	2923.853	9	18.626	35	20.707	48	15.369	85237	1837.754	4747150	5.023
24	17.113	46	17.021	0	22.137	91764	17416.35	41	22.686	18	20.556	44	18.457	81107	5273.092	38	19.794	25	17.136	3	20.38	4747	937.441	47	18.418	48	24.202	27	15.612	70468	10518.638	43	24.622	19	18.876	31	16.473	17540	662.05	2	15.126	9	18.758	42	21.031	92180	17857.11	48	19.78	33	19.473	41	22.594	68075	1794.447	37	19.841	40	22.17	2	18.104	76286	3106.353	21	19.665	17	18.518	23	20.564	77036	5190.398	16	24.677	9	20.429	0	19.988	75459	10089.555	31	23.668	17	19.347	38	23.732	48166	3860.51	26	19.986	25	22.608	13	24.008	83465	15948.657	31	18.837	4	21.253	29	19.472	63000	12506.734	4	15.572	37	23.405	16	17.768	5806	47.922	5	16.955	27	22.794	19	16.528	38960	7312.464	48	18.515	16	16.718	29	17.767	7431	144.383	24	20.584	39	19.154	34	15.545	68847	5378.897	39	20.174	12	19.912	23	16.861	8925	707.684	46	22.899	16	18.578	31	22.304	58853	8618.632	30	18.558	11	24.135	19	20.602	68311	12757.148	13	19.122	43	24.296	10	19.825	61296	4194.4	17	20.846	18	19.118	0	19.951	40104	6249.957	28	18.705	31	17.532	49	17.654	87440	3830.512	6	18.143	14	23.241	2	20.594	32129	4027.513	10	20.728	4	20.447	12	17.23	563	97.694	42	16.588	0	18.915	4	23.668	2485	383.62	23	22.463	20	24.073	12	16.402	41089	5947.029	6	22.176	8	19.666	5	20.347	67114	10882.73	49	18.766	5	18.504	37	17.02	58477	7132.907	13	21.711	26	23.939	1	19.301	64170	9906.703	8	21.733	10	18.505	9	17.898	77767	9212.024	4	16.169	24	20.518	43	20.84	35412	4565.03	7	15.713	3	24.39	42	21.08	16431	288.535	13	22.328	17	17.645	25	23.392	90145	6370.02	34	19.578	40	17.892	18	21.424	58159	8638.047	45	15.277	28	15.504	36	17.778	2844	169.661	33	16.145	0	22.246	46	19.828	12106	1251.75	22	20.578	46	22.499	17	19.086	57826	6983.003	39	21.29	2	19.324	44	21.769	80947	13462.901	5	24.045	19	18.644	35	23.415	71558	12983.348	17	21.909	28	23.381	21	17.177	66377	2904.884	18	22.892	48	23.213	6	19.733	31007	3663.042	46	18.242	15	23.583	42	21.545	68926	1500.631	11	17.655	36	15.888	37	20.625	48134	8194.124	2	24.722	21	24.429	6	22.734	73816	326.404	34	19.061	48	15.365	4	22.381	14129	2616.015	42	24.348	47	24.138	43	19.811	5188	431.681	22	22.514	37	18.704	2	20.484	19519	1037.207	12	20.386	32	17.516	11	17.672	88142	17508.487	11	20.889	13	16.365	21	19.374	8107	190.765	3883507	1.564
16	24.052	20	16.344	14	21.202	32332	2391.135	23	16.073	40	23.355	12	21.633	30491	572.575	5	18.826	49	16.66	35	21.638	84159	7665.342	11	15.307	33	18.988	15	16.704	48797	376.096	7	18.862	29	15.007	39	15.492	73063	9252.824	5	22.193	30	19.807	15	23.335	72500	3042.391	36	23.472	12	24.105	24	21.923	23228	2266.015	3	19.129	29	16.492	9	22.348	31729	4992.229	30	17.192	19	22.842	7	15.956	41900	8321.074	28	23.41	6	15.448	34	19.401	24602	1542.991	10	19.816	20	18.782	44	22.959	73395	5125.548	31	16.773	11	18.964	46	21.36	12998	2527.947	31	24.215	45	24.35	12	24.266	52147	7978.684	40	24.773	6	17.881	3	19.193	64840	12391.248	15	22.191	35	17.88	41	20.119	66234	1569.157	47	24.286	27	22.493	49	23.515	45454	7523.804	42	20.782	9	19.771	3	18.414	26776	2262.569	2	21.988	43	18.401	40	16.13	11615	1890.865	31	20.912	2	24.545	43	19.151	56350	1012.862	31	24.53	9	19.769	15	24.548	64721	12545.339	36	24.283	28	23.148	3	15.086	57773	9180.46	7	17.996	43	17.662	48	18.113	8036	540.547	28	21.691	22	15.767	1	20.962	82846	14303.728	23	17.367	27	24.716	21	24.361	45142	2660.14	22	18.231	14	16.06	35	15.937	58061	10074.574	5	17.539	42	21.276	34	24.222	23891	418.635	8	15.09	38	17.682	25	16.53	90428	4109.989	1	22.688	16	21.335	5	18.158	50143	6871.811	36	17.225	23	20.117	29	18.619	64006	7022.039	26	24.488	30	17.31	11	18.837	38760	4519.879	35	20.39	6	23.412	1	15.709	34794	6009.15	49	21.192	34	17.636	25	21.009	86133	6835.166	30	15.087	15	18.949	45	23.029	35949	4632.93	13	18.735	30	18.025	45	18.949	43450	7890.813	8	24.45	0	15.735	24	20.536	86028	12584.887	31	21.738	18	19.083	46	21.357	56230	8168.135	21	24.693	36	22.681	43	18.812	96009	8501.354	25	24.655	17	17.816	18	16.903	34483	3607.79	12	15.321	4	22.629	35	21.6	71423	9387.724	32	17.208	38	22.565	37	17.987	95641	7630.042	26	22.457	48	20.644	9	24.27	90993	4595.49	13	22.22	38	22.534	40	24.894	59566	240.854	27	23.057	8	20.396	16	22.4	11118	725.69	8	21.478	38	24.532	43	16.952	46899	9325.852	12	17.419	45	19.701	23	18.059	30968	1003.119	47	17.5	5	16.36	8	24.642	66096	5348.494	15	20.594	8	19.329	38	20.165	26233	3736.738	44	21.419	20	24.677	6	22.882	13956	2336.756	40	21.209	49	24.895	27	24.649	74944	1627.493	6	17.745	1	20.459	42	16.51	45872	8141.04	6487464	7.618
