500	5	3	5	1353378814.26468	48682.5991999999
1	17.711	0	24.536	2	21.702	22309	14568.286	1	15.027	2	17.639	4	22.538	13886	12860.481	3	24.844	0	20.434	1	21.633	64686	36318.109	3	20.931	2	19.095	1	22.84	26918	24108.436	0	22.443	2	23.884	1	17.332	98747	56062.977	600573	8.81
4	23.233	1	20.805	3	21.833	77953	45952.536	4	24.277	2	24.285	1	22.393	2283	1860.122	0	17.151	4	16.449	3	20.035	24024	16356.739	2	22.483	1	18.419	4	18.787	52275	44163.944	0	17.422	2	18.539	1	21.816	42664	23909.199	506961	1.888
4	15.193	0	19.397	2	15.254	63489	31936.613	0	19.812	3	24.665	4	17.085	62670	51176.047	1	16.491	2	22.394	3	20.639	84013	64394.033	4	24.991	0	20.55	3	22.631	69024	47927.283	4	19.828	3	15.134	2	15.867	30425	22080.315	574037	3.107
0	15.5	4	17.587	2	23.402	75346	65341.969	1	22.586	2	19.795	0	18.984	13015	7008.432	0	21.124	4	18.313	3	17.3	4112	3142.089	0	21.877	2	18.762	4	22.293	30842	16965.862	0	16.967	2	22.342	1	21.511	69234	48102.494	462117	9.372
2	22.593	4	17.787	0	24.572	7923	5617.324	1	23.105	2	19.377	3	23.251	96284	66213.656	2	19.456	0	16.422	1	20.36	44340	32360.397	4	16.383	1	21.447	3	24.834	68663	40230.309	0	17.855	3	18.815	4	24.751	56434	54600.026	400614	3.755
1	15.041	2	21.063	0	17.29	18621	17941.442	1	17.819	3	23.814	4	20.716	3996	2963.938	0	15.096	2	20.219	4	19.703	44943	40469.383	2	23.835	0	15.614	3	24.418	92138	46203.441	4	21.801	1	19.361	0	17.079	91526	47237.398	534604	6.975
1	20.867	3	17.876	0	16.117	34560	32478.345	4	17.787	3	18.548	2	16.113	3501	2183.53	4	24.222	0	24.471	1	22.47	26954	13684.79	2	19.418	4	16.849	3	15.335	83512	83280.595	3	19.022	2	24.218	1	17.955	41285	34739.751	229862	5.316
1	21.802	4	19.76	0	24.558	10038	6774.71	0	17.496	4	21.308	2	18.568	24908	12980.445	4	20.937	2	22.772	0	21.663	23281	18271.61	2	19.537	4	15.598	3	21.573	57259	35153.044	2	19.034	3	21.154	1	15.789	23135	13370.297	261439	2.015
0	20.569	1	21.872	2	19.14	16570	9353.451	4	18.862	2	16.517	3	16.089	88817	87981.034	4	18.116	0	21.15	1	19.081	9245	8967.65	0	23.26	2	21.735	4	24.604	80911	52915.719	1	15.913	3	22.268	0	15.557	37117	20101.729	363182	7.935
0	17.58	3	22.082	2	23.163	88461	59870.726	2	20.209	0	20.431	4	22.321	20942	18868.435	0	15.031	2	18.435	4	21.005	79851	71900.787	3	20.901	0	19.793	4	22.747	92885	62330.336	1	20.624	4	22.6	2	20.244	66485	60584.931	882367	9.203
0	18.342	1	16.055	3	19.98	79459	60477.563	3	23.639	0	21.477	4	15.942	15933	8332.104	3	18.429	1	19.125	4	20.082	87523	43928.573	1	18.604	3	20.628	0	22.291	8547	4407.814	1	18.192	4	17.066	0	16.64	29977	17674.21	502445	8.335
3	18.805	0	19.121	1	16.999	55865	32833.66	1	23.706	2	16.868	0	21.368	81661	54685.556	2	23.778	0	18.428	4	22.586	18211	14915.115	0	20.803	1	22.881	4	16.732	98484	89834.692	2	21.53	3	19.823	4	21.651	75619	38140.637	929159	5.252
2	22.895	3	23.251	1	21.217	95379	69993.748	3	17.844	0	16.768	2	20.753	55504	38524.511	4	22.82	3	23.238	1	20.108	30980	23926.616	4	22.21	3	24.089	1	24.641	55649	48423.625	2	23.046	1	17.528	3	24.322	82982	78860.554	714060	2.433
1	15.891	4	17.052	2	21.653	51447	39492.091	3	15.356	2	20.491	0	22.251	7474	7366.775	4	17.561	3	22.92	2	15.074	32379	20380.279	0	16.293	2	15.367	4	19.608	87076	48693.535	4	17.254	2	17.781	3	24.584	45731	36211.872	340642	4.347
1	22.063	0	17.575	3	17.969	31358	21709.551	1	17.425	2	19.041	0	17.815	98700	85738.713	1	15.718	3	18.445	0	16.715	66856	53606.728	4	18.19	0	22.738	3	16.318	96123	52288.687	3	23.778	1	21.174	0	22.536	89516	60295.367	778877	6.679
2	18.134	4	22.07	0	19.339	88872	77106.69	0	17.621	3	23.877	1	21.078	55771	41732.357	0	20.972	2	19.55	4	18.805	5427	5311.304	0	23.012	1	19.558	2	19.068	7132	6313.432	0	15.43	1	15.439	4	17.126	35195	33376.02	445591	9.46
0	20.218	3	15.321	1	21.373	21946	12583.99	3	17.046	0	21.094	2	22.732	57610	52563.107	2	16.482	4	18.167	1	16.17	44510	43895.197	1	19.667	3	20.615	4	20.83	96138	65551.705	2	19.41	4	24.831	3	17.322	83016	41820.523	502738	7.365
3	15.17	0	18.724	4	17.977	59167	36479.847	3	17.323	2	16.919	1	19.606	33066	29642.771	0	21.198	4	16.989	1	21.831	18891	15944.147	1	17.62	3	23.149	0	17.122	58030	48184.786	2	21.503	0	24.36	3	20.61	40759	32293.47	376164	5.271
3	23.596	4	23.022	2	24.977	4653	4327.676	4	15.71	0	19.952	2	22.821	64482	49738.322	0	20.883	4	22.029	2	18.488	17507	11874.918	4	20.589	3	23.121	2	22.228	82872	61545.977	0	18.025	2	18.061	3	17.259	91319	63141.114	654429	2.973
0	22.531	4	16.669	2	22.614	9093	7367.599	3	17.565	2	15.012	0	17.411	43143	28877.573	0	15.996	2	23.914	4	15.64	53647	35719.92	0	22.143	3	23.691	2	15.011	51722	51132.548	0	19.035	2	19.442	4	18.986	64731	56130.584	621206	1.03
1	19.34	2	21.215	0	15.913	66129	62778.012	1	20.913	4	21.609	2	15.495	69081	42212.669	0	22.184	3	24.388	4	15.156	91455	47690.348	4	23.492	0	23.989	3	15.804	66700	64720.016	0	22.464	3	19.339	1	19.583	50937	35865.209	503025	4.472
0	16.915	3	21.462	1	23.551	47111	34041.68	2	20.209	0	24.638	1	23.376	72699	61702.686	4	15.205	2	15.458	3	22.28	96979	58317.095	1	24.78	3	15.59	2	17.602	21449	14474.963	4	23.203	0	16.685	1	17.691	2150	1502.411	493276	6.545
1	21.549	0	16.928	3	19.039	8456	8322.593	4	17.815	1	21.245	0	16.721	74354	41760.273	0	24.654	2	19.93	1	17.838	91784	82242.03	0	16.317	3	22.052	1	23.85	68521	50458.599	2	15.973	0	15.772	4	24.859	18278	14925.629	657926	3.407
3	24.539	0	19.957	2	24.129	8051	4384.988	1	18.072	4	15.973	3	21.754	11871	8183.088	3	15.785	0	18.127	2	15.497	12736	6398.955	4	16.119	0	16.208	3	15.945	45645	31736.658	0	17.294	4	19.224	3	18.959	23816	18579.259	171559	1.478
0	17.048	1	16.724	3	17.135	48611	40115.982	1	24.209	4	22.92	3	16.724	22779	14484.8	3	21.256	2	22.31	0	17.488	61788	41622.967	1	23.176	4	17.244	3	18.824	60792	44617.829	4	20.609	2	22.367	0	21.952	70415	52437.949	445224	3.026
3	23.705	1	15.025	0	16.47	31344	22075.793	2	24.273	3	18.186	0	15.96	21145	20926.566	0	21.93	1	15.703	2	24.784	77015	54631.727	3	15.218	4	16.625	0	18.583	69985	35286.959	1	16.635	4	19.576	0	20.783	64663	32685.913	315397	8.851
4	18.516	2	21.401	1	21.141	34669	26992.242	3	19.93	0	16.061	2	19.652	55843	29743.527	4	23.142	2	24.71	0	22.318	60007	55287.526	3	20.926	2	24.33	4	23.889	89297	86433.115	2	16.664	1	21.635	3	24.749	58659	30947.746	820507	6.153
2	15.065	0	24.048	3	18.716	86423	74503.676	0	20.439	2	19.323	1	17.364	94234	92166.129	0	17.045	4	20.803	3	24.175	16871	15281.948	4	19.665	2	22.073	3	18.975	64071	41412.921	4	24.365	1	23.047	2	16.815	47159	25437.368	339942	3.088
2	21.075	0	16.082	4	24.418	40783	21976.264	4	24.422	3	22.669	2	17.783	59414	30102.981	2	17.101	3	15.418	4	17.003	74916	73418.572	0	19.947	2	15.122	3	20.358	26029	13404.76	4	21.067	2	18.342	0	24.618	96485	51678.059	863713	4.406
2	18.335	3	17.88	0	19.44	1110	1039.439	3	16.83	2	21.427	0	24.406	68598	36991.854	3	20.415	0	16.456	1	24.826	37455	32325.719	3	17.86	1	23.99	4	23.038	83614	74658.733	1	18.395	0	22.302	4	23.101	54049	30936.27	355732	5.969
4	24.694	0	18.685	2	18.7	32324	24864.822	2	15.879	3	20.518	1	18.846	18283	14413.557	1	18.73	3	15.506	0	20.315	48504	35692.401	3	15.843	4	24.597	0	16.041	70381	54366.665	2	19.525	3	16.009	0	20.015	19990	13603.503	384837	2.049
3	24.322	0	22.631	4	18.643	34412	32059.653	1	15.628	0	22.533	3	20.87	83949	69448.453	0	22.389	4	15.343	3	16.057	18017	13975.345	0	21.194	4	18.162	3	23.335	15997	13649.991	0	19.407	1	24.177	2	22.239	77399	76939.24	322602	6.988
3	20.691	0	23.587	1	21.766	43419	26145.775	4	24.097	0	17.936	1	16.24	39222	24401.359	1	20.606	4	19.927	2	24.13	47048	40719.429	3	15.954	2	19.205	4	21.287	49852	32242.181	2	22.26	1	21.599	0	16.327	34295	26824.954	581420	5.422
4	20.513	1	18.592	0	17.054	25014	24598.877	4	19.543	0	19.769	3	18.611	95357	82865.761	2	23.362	3	22.765	1	22.388	39477	23127.214	2	23.809	3	19.372	1	22.431	74764	42843.57	0	15.179	4	24.702	2	18.653	91400	71067.38	345246	3.379
0	17.932	2	20.734	1	16.627	40619	39588.616	4	20.926	3	22.446	1	16.698	79591	46526.601	2	19.76	0	17.622	1	24.81	91926	54865.682	0	21.721	4	23.05	2	19.697	51124	46972.523	3	17.869	1	21.776	4	24.781	7469	3953.084	479461	7.222
4	22.212	3	24.609	0	23.594	98951	85013.238	3	16.552	1	24.761	2	15.346	11568	9914.921	1	21.791	2	24.502	4	24.039	17032	8691.978	3	20.742	2	20.77	0	23.409	19001	9507.242	0	20.947	2	20.791	1	16.226	51520	28472.555	516967	4.522
