50	10	3	10	257411295.555439	9797.2452
2	19.259	3	15.191	1	24.955	18696	47.401	3	24.923	4	17.268	9	20.867	2640	110.41	6	17.948	8	22.361	3	17.531	59142	9135.148	6	17.084	1	21.685	0	19.548	90991	10666.225	8	24.392	1	19.514	3	19.167	58138	11016.346	7	20.277	2	20.302	8	24.95	70488	12538.542	7	15.161	4	24.638	3	19.346	95996	9653.429	8	15.106	7	16.705	6	21.565	58928	5310.99	9	16.113	3	23.02	7	17.736	3575	462.444	8	17.997	4	18.571	1	22.83	86583	1992.152	1078905	1.708
3	21.805	9	24.649	8	17.291	23611	2744.881	0	20.892	2	23.684	9	18.504	28801	3675.906	1	21.705	8	16.767	6	21.98	18034	725.197	2	19.201	5	16.423	7	24.919	43929	8079.872	5	22.569	6	16.06	4	17.399	91633	8406.896	7	24.265	8	16.308	3	17.984	89931	4573.441	9	21.781	6	17.458	7	18.515	80240	363.956	2	24.455	1	24.817	5	24.85	45578	5415.223	1	18.514	3	22.898	0	20.987	29244	5330.371	1	16.886	3	19.031	7	17.458	45824	7560.889	1200329	9.132
4	17.268	5	20.341	0	23.933	83731	10945.557	3	21.174	7	16.907	2	20.102	65268	5348.35	1	16.227	6	21.69	7	18.685	67217	6230.656	4	17.451	9	17.323	2	16.202	59937	3975.855	7	20.81	3	22.732	4	15.374	65243	5512.265	0	21.885	5	17.717	7	22.686	90037	10990.722	0	23.642	8	17.233	2	18.265	85825	12376.967	4	17.606	1	20.244	2	16.18	35506	7096.409	2	18.25	4	23.857	3	18.951	2772	25.687	8	20.675	2	16.397	7	16.669	8132	419.403	1442426	6.015
7	19.925	0	20.401	8	23.068	11947	1533.39	2	24.613	0	22.77	1	23.634	55549	7198.941	2	19.397	8	22.526	4	15.155	89119	14915.498	7	18.372	1	16.467	5	19.364	47542	8210.426	6	23.695	9	17.819	4	17.667	3538	326.124	5	23.92	0	15.529	2	24.612	31836	2419.479	7	20.691	2	23.877	6	16.619	5339	1032.819	6	16.211	5	16.209	7	23.868	90667	12316.911	7	19.265	5	21.202	3	17.012	46782	6071.373	7	24.3	2	20.048	0	23.354	12061	588.906	407394	9.703
6	20.645	5	21.536	4	15.752	38487	2157.119	9	19.389	2	19.668	0	20.217	47354	1466.267	2	18.663	8	20.658	4	22.725	7958	625.996	4	18.158	6	15.192	3	22.297	65420	8952.52	9	16.675	0	16.596	5	21.175	31853	5519.466	2	18.663	5	24.124	4	20.727	33428	2073.358	9	20.331	1	16.269	8	23.827	94890	4473.385	5	19.802	8	19.258	3	24.312	18881	544.207	0	24.357	2	23.869	3	22.626	86247	16466.644	6	24.865	1	18.799	8	20.505	98706	8192.731	1072609	4.874
5	21.09	3	20.037	6	24.585	95376	13550.948	2	15.563	9	23.394	4	23.2	42684	1479.082	2	18.479	8	16.47	4	22.806	3030	11.534	3	24.928	8	19.262	1	15.034	3362	456.094	8	16.001	6	20.558	2	17.38	32458	2319.223	9	23.757	1	23.465	5	24.936	24359	4690.021	2	16.732	0	21.561	1	17.008	31408	3905.344	1	22.501	9	24.558	4	22.974	66015	7013.165	6	18.485	3	16.135	1	23.767	21551	1715.906	9	20.919	7	24.368	4	24.901	29894	4524.422	355389	7.859
9	15.097	7	16.647	8	15.038	82405	12933.251	8	17.763	6	22.538	4	16.985	76073	13189.088	3	23.571	8	21.942	7	22.282	46174	9119.791	8	23.776	3	16.791	0	16.813	49792	5463.605	4	24.649	7	16.926	0	20.734	51342	4608.906	1	15.074	9	17.589	8	22.565	31623	5875.97	0	24.478	4	16.326	5	22.122	61313	11830.896	8	17.409	6	18.391	4	24.109	25331	1450.785	5	19.352	9	15.555	8	16.567	45109	3070.002	2	15.334	8	16.203	7	19.744	4048	207.354	977178	2.661
1	17.964	0	21.212	6	17.26	85567	12469.878	0	16.421	9	22.118	4	18.421	98365	16731.646	9	24.169	1	23.358	7	15.638	59870	2864.708	2	17.529	3	22.804	4	21.207	34909	5009.898	1	24.414	5	19.329	3	15.162	63900	10197.719	8	24.581	9	23.316	7	15.454	49836	4572.494	4	18.343	6	21.891	0	19.725	57857	9031.496	6	17.279	8	16.135	7	23.273	19917	470.677	8	23.941	9	21.197	1	20.692	91779	1406.935	9	16.149	8	19.646	7	23.689	16559	885.438	1262415	8.154
8	16.252	5	22.767	4	23.638	63135	1749.456	3	18.055	5	20.048	1	23.8	29245	793.042	2	16.749	9	24.272	0	23.129	63578	1258.705	3	18.217	4	22.115	1	20.624	22384	2373.322	9	23.872	7	19.281	2	16.997	30666	3439.116	1	20.593	5	20.234	0	20.1	90929	10814.896	5	21.829	7	20.983	6	19.437	42908	7916.932	1	15.056	3	20.343	6	18.815	59300	1999.592	9	15.075	5	18.754	1	19.651	72752	7069.368	7	20.249	8	24.031	5	15.396	35680	1089.508	1190154	5.643
4	18.25	3	18.577	5	18.181	89294	6614.251	1	23.212	8	21.607	5	24.747	4437	596.615	5	23.624	1	19.03	4	17.997	43787	4419.791	4	23.047	7	20.44	6	16.747	76172	4160.674	2	20.919	8	21.277	7	23.639	24175	3575.571	2	19.125	4	18.69	3	24.929	91683	4446.016	8	24.635	6	21.471	7	15.617	23871	3633.513	1	20.755	7	23.953	2	21.377	20635	332.196	1	19.251	6	20.409	8	24.387	81533	11411.665	6	20.797	2	17.52	1	22.769	7810	1492.776	796579	5.637
