# INSTANCE: InstancesTDTSP/inst_20_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 3.97 15400
* 6.26 14040
* 6.46 14030
* 6.66 13984
* 6.87 13939
* 9.23 13857
* 9.44 13856
* 409.08 13844
* 409.24 13840
* 1274.35 13804
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 13804
# NUMBER OF BRANCHES: 7909004
# END TIME: 3600.02
## Solution: 
20
173 0
195 367
178 669
213 1322
168 1432
214 1862
73 2427
129 2971
44 3862
118 4807
25 5127
251 5852
104 7352
234 7984
227 9252
51 9695
14 11460
12 11586
137 12219
109 12940
# BEST TD SOLUTION: 13804
