# INSTANCE: InstancesTDTSP/inst_30_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0.01 17402 -1
* 0.01 17352 -1
* 0.07 17129 -1
* 0.07 17116 -1
* 0.07 16975 -1
* 0.08 16639 -1
* 0.09 16577 -1
* 0.09 16568 -1
* 0.1 16377 -1
* 0.11 16340 -1
* 0.13 16238 -1
* 0.13 16220 -1
* 0.13 16201 -1
* 0.13 16172 -1
* 0.13 16034 -1
* 0.13 16002 -1
* 15.46 15982 -1
* 15.47 15796 -1
* 15.5 15780 -1
* 17.5 15681 -1
* 17.52 15617 -1
* 18.13 15557 -1
* 56.89 15556 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 15556
# NUMBER OF BRANCHES: 139142057
# END TIME: 3600
## No TDTSP solution found.
