# INSTANCE: InstancesTDTSP/inst_100_16_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 225.07
* 6190 49901
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 49901
# NUMBER OF BRANCHES: 148321362
# END TIME: 7425.21
## Solution: 
100
172 0
176 228
180 686
181 1243
208 1705
131 1981
80 2198
79 2492
74 2843
210 3118
85 3557
70 4077
128 4407
24 4983
53 5400
157 5587
149 5960
187 6113
155 6455
189 6828
151 7350
163 7784
142 8019
141 8430
152 8912
49 9351
231 9640
126 9997
54 10246
65 10482
121 10732
40 11042
47 11364
127 11706
43 12075
46 12517
34 13069
254 13640
116 13871
120 14078
251 14600
218 14938
90 15485
237 16420
244 16646
246 16977
29 17430
20 17697
102 18171
97 18749
105 19094
88 19631
133 20095
59 20681
48 21019
57 21345
124 21751
248 22158
232 22449
125 22905
56 23412
123 24002
45 24197
28 24842
25 25119
201 25596
197 26522
253 27383
235 28154
211 28483
129 28845
209 29512
202 29846
66 30169
5 30964
14 31284
12 31479
2 31748
107 32022
1 32273
17 32831
114 33381
18 33990
195 34902
212 35212
162 35744
36 36765
62 37214
224 39321
207 40808
76 41916
206 42236
23 43590
35 44944
227 45231
41 45476
50 45801
96 46571
247 48082
108 48837
# BEST TD SOLUTION: 49901
