# INSTANCE: InstancesTDTSP/inst_50_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 28424 -1
* 0.03 28157 -1
* 0.14 27618 -1
* 0.14 27073 -1
* 0.14 27051 -1
* 0.15 26957 -1
* 0.15 26902 -1
* 0.4 26113 -1
* 0.4 25998 -1
* 0.41 24814 -1
* 0.41 24639 -1
* 0.42 24568 -1
* 0.43 24560 -1
* 0.43 24363 -1
* 0.43 24324 -1
* 0.44 24261 -1
* 0.44 24189 -1
* 0.45 24151 -1
* 0.46 24038 -1
* 0.46 23987 -1
* 0.49 23969 -1
* 0.51 23905 -1
* 0.52 23900 -1
* 0.52 23863 -1
* 0.52 23775 -1
* 0.53 23759 -1
* 0.54 23609 -1
* 0.54 23566 -1
* 1.78 23532 -1
* 1.79 23489 -1
* 1.79 23456 -1
* 1.8 23409 -1
* 1.81 23274 -1
* 1.88 23273 -1
* 1.91 23228 -1
* 1.91 23008 -1
* 1.98 22972 -1
* 2.1 22941 -1
* 2.14 22831 -1
* 2.14 22759 -1
* 2.36 22757 -1
* 2.36 22706 -1
* 2.44 22675 -1
* 2.51 22640 -1
* 4.02 22626 -1
* 4.16 22535 -1
* 8.04 22532 -1
* 8.06 22523 -1
* 8.16 22494 -1
* 8.34 22491 -1
* 8.77 22452 -1
* 8.9 22444 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22444
# NUMBER OF BRANCHES: 262403916
# END TIME: 7200.01
## No TDTSP solution found.
