# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 0.109
* 0.001 9870
* 0.001 8707
* 0.007 8479
* 0.011 8402
* 0.016 8178
* 0.147 8090
* 0.15 7847
* 0.151 7846
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7846
# NUMBER OF BRANCHES: 9773
# END TIME: 0.333
## Solution: 
10
222 0
240 390
9 1171
190 2507
150 3616
127 4446
32 5249
81 6046
74 6322
132 7156
# BEST TD SOLUTION: 7846
