# INSTANCE: InstancesTDTSP/inst_50_16_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 25545 -1
* 0.01 25055 -1
* 3.44 25035 -1
* 3.46 24962 -1
* 3.48 24952 -1
* 3.64 24733 -1
* 3.65 24704 -1
* 3.69 24675 -1
* 3.72 24547 -1
* 3.74 24522 -1
* 3.77 24246 -1
* 3.78 24204 -1
* 3.84 24202 -1
* 3.85 24192 -1
* 3.96 24172 -1
* 4.2 24088 -1
* 4.21 24059 -1
* 4.21 24043 -1
* 4.25 24011 -1
* 4.25 23956 -1
* 4.28 23955 -1
* 4.29 23880 -1
* 4.3 23837 -1
* 4.31 23822 -1
* 4.76 23795 -1
* 13.38 23749 -1
* 13.38 23692 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 23692
# NUMBER OF BRANCHES: 262884295
# END TIME: 7200
## No TDTSP solution found.
