# INSTANCE: InstancesTDTSP/inst_20_6.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 3 13080
* 5.19 13047
* 5.38 13005
* 11.78 12957
* 196.31 12891
* 196.58 12795
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 12795
# NUMBER OF BRANCHES: 7332068
# END TIME: 3600.01
## Solution: 
20
244 0
217 410
254 636
86 825
157 1253
46 1616
58 2082
248 2565
199 3906
98 4678
243 6244
146 6949
162 7137
145 7633
186 8263
182 8725
169 9062
0 10390
113 11057
84 11896
# BEST TD SOLUTION: 12795
