# INSTANCE: InstancesTDTSP/inst_100_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.02 45150 -1
* 0.03 44766 -1
* 0.12 44690 -1
* 0.13 44651 -1
* 0.14 44617 -1
* 0.14 44576 -1
* 0.15 44564 -1
* 0.16 44518 -1
* 0.16 44493 -1
* 0.16 44046 -1
* 0.17 43995 -1
* 0.18 43963 -1
* 0.18 43745 -1
* 0.18 43657 -1
* 0.19 43635 -1
* 0.19 43543 -1
* 0.2 43493 -1
* 0.21 43468 -1
* 0.24 43391 -1
* 0.26 43373 -1
* 0.29 43357 -1
* 0.29 43266 -1
* 0.31 43233 -1
* 0.31 43164 -1
* 0.43 43101 -1
* 0.44 43095 -1
* 0.48 43044 -1
* 0.48 42964 -1
* 0.52 42714 -1
* 0.54 42693 -1
* 0.54 42656 -1
* 0.63 42558 -1
* 0.72 42495 -1
* 0.73 42446 -1
* 0.73 42277 -1
* 0.77 42185 -1
* 0.92 42168 -1
* 0.94 42148 -1
* 0.95 42142 -1
* 9.67 42094 -1
* 9.74 42087 -1
* 9.75 41783 -1
* 9.76 41701 -1
* 9.79 41652 -1
* 9.8 41618 -1
* 9.92 41552 -1
* 9.93 41542 -1
* 9.94 41537 -1
* 10 41359 -1
* 10.01 41331 -1
* 10.07 41303 -1
* 10.38 41234 -1
* 10.41 41207 -1
* 10.43 41187 -1
* 10.43 41184 -1
* 34.64 41169 -1
* 34.66 41153 -1
* 34.67 41125 -1
* 34.72 41051 -1
* 34.78 41049 -1
* 34.79 40979 -1
* 34.8 40974 -1
* 34.8 40969 -1
* 34.81 40964 -1
* 34.81 40861 -1
* 34.82 40847 -1
* 34.96 40356 -1
* 34.97 40267 -1
* 34.99 40211 -1
* 35 40072 -1
* 35.01 40006 -1
* 35.03 39875 -1
* 35.03 39825 -1
* 35.05 39824 -1
* 35.06 39817 -1
* 35.07 39800 -1
* 35.07 39795 -1
* 35.11 39686 -1
* 35.12 39667 -1
* 35.15 39604 -1
* 35.15 39585 -1
* 35.15 39574 -1
* 35.19 39475 -1
* 35.23 39465 -1
* 35.23 39461 -1
* 35.36 39449 -1
* 35.37 39428 -1
* 35.37 39416 -1
* 35.38 39359 -1
* 35.38 39349 -1
* 35.38 39339 -1
* 35.39 39318 -1
* 35.39 39312 -1
* 35.4 39306 -1
* 35.41 39299 -1
* 35.43 39296 -1
* 35.46 39280 -1
* 35.5 39263 -1
* 35.53 39215 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 39215
# NUMBER OF BRANCHES: 205526632
# END TIME: 7200.02
## No TDTSP solution found.
