# INSTANCE: InstancesTDTSP/inst_20_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 19874 -1
* 0 12145 -1
* 0.01 11864 -1
* 0.01 11735 -1
* 0.02 11734 -1
* 0.08 11726 -1
* 0.09 11644 -1
* 0.09 11527 -1
* 0.09 11485 -1
* 0.09 11363 -1
* 17.74 11339 -1
* 18.81 11314 -1
* 18.98 11266 -1
* 18.99 11265 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 11265
# NUMBER OF BRANCHES: 11030608
# END TIME: 204.51
## No TDTSP solution found.
