# INSTANCE: InstancesTDTSP/inst_50_4_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 24.04
* 0.04 26310
* 0.05 26235
* 0.06 26130
* 0.15 26126
* 0.36 25943
* 0.73 25918
* 0.74 25879
* 0.77 25871
* 0.8 25856
* 0.96 25832
* 2.86 25819
* 2.97 25811
* 3.01 25806
* 7.17 25732
* 7.25 25727
* 11.39 25709
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 25709
# NUMBER OF BRANCHES: 80007704
# END TIME: 7224.04
## Solution: 
50
120 0
44 327
121 564
229 891
122 1009
39 1406
61 1763
60 2199
135 2799
48 3139
219 3872
251 4961
218 5268
102 6267
20 7069
197 7781
198 8470
249 8904
201 9562
25 10128
203 10768
235 11127
204 11484
205 11782
67 12415
18 12983
177 13190
194 13298
14 13724
12 13933
4 14202
109 14786
180 15939
193 16119
176 16289
71 16822
75 17132
149 17532
146 17881
188 18206
150 18561
134 19515
89 19850
91 20192
100 20943
227 21424
59 22074
63 22842
226 23588
223 24322
# BEST TD SOLUTION: 25709
