# INSTANCE: InstancesTDTSP/inst_50_5_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 24561 -1
* 1.26 23668 -1
* 1.27 23535 -1
* 1.27 23467 -1
* 1.27 23451 -1
* 1.28 23340 -1
* 1.28 23091 -1
* 1.28 23076 -1
* 1.28 23075 -1
* 1.29 23023 -1
* 1.29 23020 -1
* 1.29 22425 -1
* 1.33 22409 -1
* 1.34 22353 -1
* 1.34 22331 -1
* 1.34 22327 -1
* 1.46 22322 -1
* 1.49 22264 -1
* 1.49 21849 -1
* 1.49 21728 -1
* 1.49 21676 -1
* 1.62 21664 -1
* 1.79 21661 -1
* 1.8 21642 -1
* 1.81 21591 -1
* 1.81 21586 -1
* 1.83 21571 -1
* 2.31 21457 -1
* 2.34 21432 -1
* 2.37 21414 -1
* 2.37 21402 -1
* 2.58 21381 -1
* 2.59 21374 -1
* 2.61 21369 -1
* 2.67 21337 -1
* 2.76 21333 -1
* 2.88 21330 -1
* 3.23 21298 -1
* 3.27 21274 -1
* 3.33 20972 -1
* 3.34 20921 -1
* 3.37 20822 -1
* 3.39 20762 -1
* 3.39 20744 -1
* 3.52 20668 -1
* 4.78 20667 -1
* 4.78 20571 -1
* 4.84 20565 -1
* 4.85 20525 -1
* 5.39 20520 -1
* 5.4 20486 -1
* 5.42 20482 -1
* 5.58 20464 -1
* 5.6 20411 -1
* 6.13 20407 -1
* 74.67 20014 -1
* 75.64 20001 -1
* 75.79 19971 -1
* 76.65 19920 -1
* 76.77 19910 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 19910
# NUMBER OF BRANCHES: 289426428
# END TIME: 7200
## No TDTSP solution found.
