# INSTANCE: InstancesTDTSP/inst_30_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 18947 -1
* 0.01 18342 -1
* 0.01 18245 -1
* 0.02 18169 -1
* 0.02 18012 -1
* 0.03 17994 -1
* 0.03 17938 -1
* 0.03 17923 -1
* 0.03 17917 -1
* 0.04 17789 -1
* 0.04 17464 -1
* 0.04 17361 -1
* 0.04 17305 -1
* 0.12 17290 -1
* 0.12 17167 -1
* 0.16 17119 -1
* 0.16 17115 -1
* 0.19 17087 -1
* 0.19 17012 -1
* 0.2 16989 -1
* 0.23 16873 -1
* 0.23 16869 -1
* 0.25 16798 -1
* 0.27 16792 -1
* 0.27 16749 -1
* 0.27 16700 -1
* 0.27 16672 -1
* 1.14 16489 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 16489
# NUMBER OF BRANCHES: 140628968
# END TIME: 3600
## No TDTSP solution found.
