# INSTANCE: InstancesTDTSP/inst_20_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.59
* 0 15058
* 0.01 14555
* 0.27 14513
* 1.8 14509
* 1.88 14482
* 2.93 14192
* 2.93 13938
* 2.93 13557
* 2.93 13543
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13543
# NUMBER OF BRANCHES: 52923
# END TIME: 5.77
## Solution: 
20
26 0
47 586
43 734
232 1236
35 1809
163 3217
147 3925
154 4043
208 4608
67 5421
81 6126
76 6831
235 7200
139 8651
115 9505
110 9963
2 10377
6 10566
247 11440
173 12512
# BEST TD SOLUTION: 13543
