# INSTANCE: InstancesTDTSP/inst_100_16_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.78 46010 -1
* 0.99 45927 -1
* 1.6 45878 -1
* 3.14 44719 -1
* 4.66 44686 -1
* 4.68 44410 -1
* 4.69 44368 -1
* 4.69 44350 -1
* 4.71 44281 -1
* 4.72 44272 -1
* 4.73 43957 -1
* 4.74 43915 -1
* 4.74 43889 -1
* 4.78 43866 -1
* 4.79 43824 -1
* 4.85 43806 -1
* 4.85 43217 -1
* 4.86 43198 -1
* 4.86 43196 -1
* 4.9 43164 -1
* 4.9 43062 -1
* 4.93 43057 -1
* 4.94 43031 -1
* 5.91 43001 -1
* 11.73 42965 -1
* 11.73 42923 -1
* 11.73 42907 -1
* 11.75 42865 -1
* 11.75 42863 -1
* 11.85 42815 -1
* 11.89 42773 -1
* 11.92 42718 -1
* 11.92 42076 -1
* 11.95 42034 -1
* 11.96 41992 -1
* 11.96 41929 -1
* 12.03 41915 -1
* 12.06 41873 -1
* 12.2 41766 -1
* 12.23 41762 -1
* 12.56 41636 -1
* 12.58 41623 -1
* 14.34 41585 -1
* 67.82 41418 -1
* 93.14 41336 -1
* 93.15 41327 -1
* 93.44 41323 -1
* 93.54 41261 -1
* 93.56 41259 -1
* 95.45 41170 -1
* 95.78 41154 -1
* 95.8 41146 -1
* 96.52 41137 -1
* 96.81 41116 -1
* 96.86 40967 -1
* 96.98 40965 -1
* 97.05 40953 -1
* 97.11 40779 -1
* 97.39 40762 -1
* 105.12 40655 -1
* 1070.19 40633 -1
* 1070.41 40625 -1
* 1076.14 40622 -1
* 2294.66 40605 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 40605
# NUMBER OF BRANCHES: 200992863
# END TIME: 7200.01
## No TDTSP solution found.
