# INSTANCE: InstancesTDTSP/inst_50_18_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 30439 -1
* 0 23614 -1
* 0 23451 -1
* 0.01 23043 -1
* 0.06 22762 -1
* 0.07 22734 -1
* 0.07 22585 -1
* 0.07 22579 -1
* 0.1 22562 -1
* 0.1 22554 -1
* 0.1 22549 -1
* 0.11 22398 -1
* 0.11 22393 -1
* 0.11 22381 -1
* 0.12 22253 -1
* 0.31 22228 -1
* 0.31 22140 -1
* 0.31 22115 -1
* 0.31 22103 -1
* 0.32 22079 -1
* 0.39 22054 -1
* 0.39 22050 -1
* 0.39 22042 -1
* 0.41 22022 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22022
# NUMBER OF BRANCHES: 410175722
# END TIME: 7200
## No TDTSP solution found.
