# INSTANCE: InstancesTDTSP/inst_100_10_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 43069 -1
* 0.02 42883 -1
* 0.03 42652 -1
* 0.05 42593 -1
* 0.07 42472 -1
* 0.25 42409 -1
* 0.27 42407 -1
* 0.37 42296 -1
* 0.39 42284 -1
* 0.52 42274 -1
* 0.65 42269 -1
* 8.63 42262 -1
* 8.63 42249 -1
* 8.69 42132 -1
* 8.69 42130 -1
* 8.72 42120 -1
* 8.79 41953 -1
* 8.87 41949 -1
* 9.06 41905 -1
* 9.17 41896 -1
* 9.41 41880 -1
* 9.45 41799 -1
* 12.06 41793 -1
* 12.1 41783 -1
* 12.18 41671 -1
* 12.74 41666 -1
* 25.94 41612 -1
* 25.95 41575 -1
* 26 41539 -1
* 26.02 41466 -1
* 26.03 41459 -1
* 26.48 41410 -1
* 720.29 41406 -1
* 720.35 41389 -1
* 720.36 41379 -1
* 720.37 41378 -1
* 6754.75 41362 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 41362
# NUMBER OF BRANCHES: 191473732
# END TIME: 7200
## No TDTSP solution found.
