# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_16_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.205 10110
* 0.505 10106
* 0.544 9860
* 0.644 9474
* 0.726 9384
* 0.767 9254
* 0.937 9092
* 1.119 8591
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 8591
# NUMBER OF BRANCHES: 67659
# END TIME: 10.651
## Solution: 
10
228 0
51 496
50 837
111 2516
155 4498
145 5032
150 5685
127 6262
120 7075
23 7672
# BEST TD SOLUTION: 8591
