# INSTANCE: InstancesTDTSP/inst_50_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 31358 -1
* 0 27829 -1
* 0 27563 -1
* 0.01 26535 -1
* 0.01 26345 -1
* 0.06 26236 -1
* 0.07 26193 -1
* 0.08 25827 -1
* 0.08 25708 -1
* 0.08 24780 -1
* 0.09 24775 -1
* 0.09 24400 -1
* 0.1 24398 -1
* 0.1 24360 -1
* 0.1 24033 -1
* 0.11 23702 -1
* 0.12 23632 -1
* 0.13 23379 -1
* 0.13 23302 -1
* 0.14 23231 -1
* 0.14 23214 -1
* 0.14 23208 -1
* 0.15 23130 -1
* 0.32 23124 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 23124
# NUMBER OF BRANCHES: 441802692
# END TIME: 7200
## No TDTSP solution found.
