# INSTANCE: InstancesTDTSP/inst_30_18_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 21553 -1
* 0 21273 -1
* 0 20952 -1
* 0.01 20844 -1
* 0.01 20773 -1
* 0.01 20643 -1
* 0.02 20533 -1
* 0.02 20443 -1
* 0.02 20382 -1
* 0.02 20328 -1
* 0.02 20210 -1
* 0.02 20165 -1
* 0.03 20162 -1
* 0.03 20152 -1
* 0.04 20054 -1
* 0.04 20051 -1
* 0.05 20039 -1
* 5.75 19795 -1
* 5.96 19772 -1
* 6.11 19442 -1
* 95.44 19319 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 19319
# NUMBER OF BRANCHES: 6378991
# END TIME: 95.44
## No TDTSP solution found.
