# INSTANCE: InstancesTDTSP/inst_100_12_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.11 49943 -1
* 0.17 49519 -1
* 0.32 49189 -1
* 0.39 49129 -1
* 0.78 49060 -1
* 1.02 48490 -1
* 1.02 47710 -1
* 1.03 47635 -1
* 1.04 47582 -1
* 1.12 47548 -1
* 1.15 47531 -1
* 1.19 47474 -1
* 1.3 47441 -1
* 1.44 47432 -1
* 1.47 47415 -1
* 2.53 47401 -1
* 2.53 47319 -1
* 2.57 47260 -1
* 2.59 47220 -1
* 2.6 47215 -1
* 2.86 47171 -1
* 9.97 46903 -1
* 9.98 46829 -1
* 10.4 46670 -1
* 11.83 46658 -1
* 11.85 46649 -1
* 11.85 46598 -1
* 11.85 46585 -1
* 11.86 46511 -1
* 11.89 46406 -1
* 11.9 46393 -1
* 11.9 46291 -1
* 11.91 46208 -1
* 11.93 46164 -1
* 11.94 45980 -1
* 12.69 45936 -1
* 15.94 45919 -1
* 178.75 45896 -1
* 178.79 45874 -1
* 178.81 45855 -1
* 178.98 45732 -1
* 179.63 45619 -1
* 179.68 45606 -1
* 179.71 45580 -1
* 179.72 45566 -1
* 179.76 45470 -1
* 179.8 45413 -1
* 182.46 45385 -1
* 182.65 45321 -1
* 182.69 45300 -1
* 182.82 45288 -1
* 182.89 45284 -1
* 183.04 45261 -1
* 183.09 45190 -1
* 183.23 45169 -1
* 183.26 45159 -1
* 183.31 45067 -1
* 186.86 45038 -1
* 186.92 45033 -1
* 187.37 45030 -1
* 187.4 45010 -1
* 187.46 45002 -1
* 187.49 44990 -1
* 187.53 44978 -1
* 187.65 44946 -1
* 187.72 44929 -1
* 187.75 44863 -1
* 187.76 44853 -1
* 187.76 44817 -1
* 187.84 44775 -1
* 188.2 44760 -1
* 192.2 44750 -1
* 192.21 44733 -1
* 192.37 44726 -1
* 193.97 44632 -1
* 193.98 44591 -1
* 194 44554 -1
* 194.12 44498 -1
* 194.43 44460 -1
* 194.47 44450 -1
* 197.04 44420 -1
* 197.06 44412 -1
* 197.09 44375 -1
* 259.07 44356 -1
* 260.18 44295 -1
* 260.18 44287 -1
* 260.19 44252 -1
* 260.72 44242 -1
* 261.05 44198 -1
* 261.08 44190 -1
* 261.13 44181 -1
* 261.13 44171 -1
* 261.23 44169 -1
* 261.31 44155 -1
* 261.39 44081 -1
* 263.3 44069 -1
* 3305.79 43955 -1
* 3306.91 43929 -1
* 3306.97 43922 -1
* 3310.56 43867 -1
* 3310.59 43849 -1
* 3310.65 43820 -1
* 3310.74 43811 -1
* 3310.75 43779 -1
* 3310.77 43713 -1
* 3313.33 43697 -1
* 3313.38 43694 -1
* 3313.41 43677 -1
* 3313.43 43626 -1
* 3315.99 43625 -1
* 3316.55 43593 -1
* 3321.95 43536 -1
* 3322.15 43494 -1
* 3322.41 43475 -1
* 3375.38 43459 -1
* 3375.39 43440 -1
* 3713.95 43425 -1
* 3714.23 43387 -1
* 3714.3 43366 -1
* 3714.58 43355 -1
* 3722.05 43333 -1
* 3722.51 43299 -1
* 3722.61 43217 -1
* 3722.68 43169 -1
* 3722.81 43148 -1
* 3723.16 43144 -1
* 3737.15 43118 -1
* 3737.72 43004 -1
* 3737.99 42974 -1
* 3764.26 42947 -1
* 3764.4 42934 -1
* 3883.95 42895 -1
* 3885.52 42892 -1
* 3886.1 42885 -1
* 3887.15 42874 -1
* 3887.49 42849 -1
* 3887.49 42832 -1
* 3887.55 42807 -1
* 3887.76 42775 -1
* 3887.83 42753 -1
* 3889.92 42752 -1
* 3891.38 42710 -1
* 3926.09 42701 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42701
# NUMBER OF BRANCHES: 197970268
# END TIME: 7200
## No TDTSP solution found.
