# INSTANCE: InstancesTDTSP/inst_30_5_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 21193 -1
* 0 16046 -1
* 0.01 15618 -1
* 0.05 15516 -1
* 0.05 15498 -1
* 0.06 15302 -1
* 0.06 15199 -1
* 0.07 15162 -1
* 0.07 15153 -1
* 0.07 15129 -1
* 0.08 14727 -1
* 0.09 14624 -1
* 0.11 14541 -1
* 0.11 14421 -1
* 0.11 14379 -1
* 0.11 14354 -1
* 0.12 14310 -1
* 0.13 14281 -1
* 0.14 14250 -1
* 0.14 14242 -1
* 0.14 14217 -1
* 0.2 14186 -1
* 0.21 14181 -1
* 0.22 14131 -1
* 0.23 14113 -1
* 0.23 14109 -1
* 0.23 14086 -1
* 0.24 14074 -1
* 0.24 13996 -1
* 0.27 13984 -1
* 0.28 13976 -1
* 0.64 13800 -1
* 0.64 13793 -1
* 0.64 13774 -1
* 0.65 13504 -1
* 0.67 13420 -1
* 0.68 13401 -1
* 0.68 13352 -1
* 0.74 13304 -1
* 0.83 13273 -1
* 0.97 13229 -1
* 1 13199 -1
* 2.03 13176 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 13176
# NUMBER OF BRANCHES: 133490606
# END TIME: 3600
## No TDTSP solution found.
