# INSTANCE: InstancesTDTSP/inst_50_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 28570 -1
* 0 27573 -1
* 0.01 27144 -1
* 0.01 27076 -1
* 0.02 27057 -1
* 0.03 26780 -1
* 0.05 26684 -1
* 0.06 26613 -1
* 0.06 26602 -1
* 0.07 26478 -1
* 0.07 26385 -1
* 0.08 26358 -1
* 0.08 26319 -1
* 0.09 26101 -1
* 0.09 26094 -1
* 0.09 26067 -1
* 0.09 26012 -1
* 0.11 25999 -1
* 0.11 25963 -1
* 0.11 25921 -1
* 0.12 25806 -1
* 0.17 25593 -1
* 0.17 25360 -1
* 0.18 25052 -1
* 0.18 25001 -1
* 0.19 24884 -1
* 2.26 24797 -1
* 2.26 24650 -1
* 2.26 24648 -1
* 4.2 24559 -1
* 4.21 24517 -1
* 4.67 24450 -1
* 4.7 24445 -1
* 43.72 24380 -1
* 43.73 24355 -1
* 44.05 24137 -1
* 44.11 24116 -1
* 97.87 24022 -1
* 97.9 23835 -1
* 97.94 23819 -1
* 97.95 23792 -1
* 97.97 23764 -1
* 97.99 23748 -1
* 98.05 23655 -1
* 98.06 23590 -1
* 98.14 23552 -1
* 98.24 23544 -1
* 98.25 23516 -1
* 98.28 23505 -1
* 98.94 23504 -1
* 98.94 23494 -1
* 99.08 23479 -1
* 99.09 23467 -1
* 101.16 23446 -1
* 101.16 23438 -1
* 1099.08 23430 -1
* 2304.12 23426 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 23426
# NUMBER OF BRANCHES: 221818201
# END TIME: 7200
## No TDTSP solution found.
