# INSTANCE: InstancesTDTSP/inst_100_4_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.02 45933 -1
* 0.02 45813 -1
* 0.04 45769 -1
* 0.18 45670 -1
* 0.19 45655 -1
* 0.23 45544 -1
* 0.24 45500 -1
* 0.25 45330 -1
* 0.26 45323 -1
* 0.3 45236 -1
* 0.3 45036 -1
* 0.31 44945 -1
* 0.31 44938 -1
* 0.31 44803 -1
* 0.32 44744 -1
* 0.33 44712 -1
* 0.33 44564 -1
* 0.38 44522 -1
* 0.4 44515 -1
* 0.43 44465 -1
* 0.55 44434 -1
* 0.58 44339 -1
* 0.63 44279 -1
* 0.68 44259 -1
* 0.73 44237 -1
* 0.76 44219 -1
* 0.77 44153 -1
* 1.7 43896 -1
* 1.78 43742 -1
* 1.82 43665 -1
* 1.83 43522 -1
* 1.88 43504 -1
* 1.94 43477 -1
* 7.41 43471 -1
* 7.66 43458 -1
* 7.85 43422 -1
* 7.9 43374 -1
* 8.54 43313 -1
* 8.7 43245 -1
* 10.38 43222 -1
* 10.39 43201 -1
* 10.44 43041 -1
* 15.91 43023 -1
* 18.82 43019 -1
* 19.04 43008 -1
* 19.19 43002 -1
* 24.95 42983 -1
* 161.64 42961 -1
* 161.7 42944 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42944
# NUMBER OF BRANCHES: 154429207
# END TIME: 7200
## No TDTSP solution found.
