# INSTANCE: InstancesTDTSP/inst_30_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 5.36
* 0.01 17116
* 0.41 16914
* 0.41 16904
* 0.43 16888
* 0.45 16873
* 0.45 16782
* 5.72 16743
* 5.76 16696
* 5.78 16639
* 5.79 16607
* 5.8 16605
* 5.8 16570
* 5.82 16538
* 5.82 16535
* 629.98 16532
* 969.37 16511
* 979.31 16455
* 979.44 16414
* 985.83 16367
* 985.84 16257
* 987.13 16236
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 16236
# NUMBER OF BRANCHES: 16004939
# END TIME: 2481.32
## Solution: 
30
30 0
217 386
86 560
32 906
149 1242
157 1548
85 1944
210 2195
206 2836
204 3099
68 3685
221 4394
213 4926
71 5122
169 5902
225 6889
113 7479
15 8247
111 8437
247 8973
108 9925
250 10420
201 11756
89 12768
35 13846
33 14293
56 14891
242 15171
39 15429
253 15901
# BEST TD SOLUTION: 16236
