# INSTANCE: InstancesTDTSP/inst_100_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 34.39 51061 -1
* 44.47 51020 -1
* 74.22 50357 -1
* 113.64 50304 -1
* 113.64 50250 -1
* 113.65 50216 -1
* 113.65 50103 -1
* 113.66 48757 -1
* 113.66 48738 -1
* 113.67 48606 -1
* 113.68 48470 -1
* 113.72 48249 -1
* 113.73 48169 -1
* 113.75 48091 -1
* 113.76 47915 -1
* 113.78 47868 -1
* 115.02 46993 -1
* 115.06 46967 -1
* 115.07 46816 -1
* 115.09 46646 -1
* 115.11 46632 -1
* 115.14 46199 -1
* 115.14 45966 -1
* 115.16 45958 -1
* 115.37 45722 -1
* 115.37 45673 -1
* 115.42 45635 -1
* 115.43 45598 -1
* 115.44 45437 -1
* 115.47 45425 -1
* 115.5 45424 -1
* 115.51 45334 -1
* 122.24 45276 -1
* 122.26 45247 -1
* 122.26 45214 -1
* 122.27 45089 -1
* 122.28 45074 -1
* 122.39 44805 -1
* 122.39 44802 -1
* 122.4 44800 -1
* 122.44 44786 -1
* 122.44 44753 -1
* 122.44 44683 -1
* 122.46 44632 -1
* 122.46 44629 -1
* 122.47 44627 -1
* 122.52 44595 -1
* 122.54 44530 -1
* 122.6 44479 -1
* 122.62 44441 -1
* 122.62 44271 -1
* 122.63 44256 -1
* 122.63 44205 -1
* 122.78 44191 -1
* 122.79 44183 -1
* 123.12 44181 -1
* 123.12 44159 -1
* 123.85 44100 -1
* 124.4 44033 -1
* 125.54 43695 -1
* 125.65 43677 -1
* 125.66 43673 -1
* 125.69 43661 -1
* 127.29 43480 -1
* 127.29 43432 -1
* 127.29 43422 -1
* 127.31 43273 -1
* 137.02 43272 -1
* 137.09 43248 -1
* 137.16 43215 -1
* 137.17 43205 -1
* 137.58 43182 -1
* 137.62 43158 -1
* 137.69 43087 -1
* 137.88 43054 -1
* 139.06 43022 -1
* 139.07 42916 -1
* 139.14 42891 -1
* 139.46 42868 -1
* 139.53 42859 -1
* 149.93 42775 -1
* 149.98 42766 -1
* 150.05 42712 -1
* 164.01 42539 -1
* 2553.5 42513 -1
* 2553.66 42499 -1
* 2930.44 42480 -1
* 2930.45 42477 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42477
# NUMBER OF BRANCHES: 227972394
# END TIME: 7200.01
## No TDTSP solution found.
