# INSTANCE: InstancesTDTSP/inst_30_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 23872 -1
* 0.01 20643 -1
* 0.01 16686 -1
* 0.02 16477 -1
* 0.02 16394 -1
* 0.03 16289 -1
* 0.07 16212 -1
* 0.09 16196 -1
* 0.09 16164 -1
* 0.14 16128 -1
* 0.14 16115 -1
* 0.14 16105 -1
* 0.17 16041 -1
* 0.17 16040 -1
* 0.18 15893 -1
* 0.19 15836 -1
* 1.56 15777 -1
* 1.56 15710 -1
* 1.59 15667 -1
* 2790.08 15578 -1
* 2824.26 15569 -1
* 2824.27 15553 -1
* 2841.33 15455 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 15455
# NUMBER OF BRANCHES: 153680583
# END TIME: 3600
## No TDTSP solution found.
