# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.043 8344
* 0.141 8320
* 0.296 8236
* 0.547 8151
* 0.605 8135
* 1.384 8113
* 1.588 8072
* 1.667 8068
* 1.671 7860
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7860
# NUMBER OF BRANCHES: 65456
# END TIME: 6.169
## Solution: 
10
222 0
240 404
9 1257
190 2836
150 3933
127 4666
32 5425
81 6176
74 6441
132 7208
# BEST TD SOLUTION: 7860
