# INSTANCE: InstancesTDTSP/inst_50_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 25499 -1
* 0.01 25345 -1
* 0.02 25279 -1
* 0.03 24548 -1
* 0.08 24543 -1
* 0.26 24244 -1
* 0.26 24211 -1
* 0.27 23953 -1
* 0.28 23940 -1
* 0.28 23936 -1
* 0.29 23920 -1
* 0.3 23906 -1
* 0.33 23872 -1
* 0.33 23844 -1
* 0.35 23842 -1
* 0.35 23803 -1
* 0.37 23799 -1
* 0.39 23783 -1
* 0.42 23780 -1
* 516.03 23710 -1
* 516.21 23694 -1
* 516.93 23690 -1
* 517.22 23674 -1
* 517.83 23666 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 23666
# NUMBER OF BRANCHES: 266501459
# END TIME: 7200
## No TDTSP solution found.
