# INSTANCE: InstancesTDTSP/inst_50_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 24716 -1
* 0.01 24446 -1
* 0.02 23868 -1
* 0.11 23347 -1
* 0.12 23323 -1
* 0.12 23269 -1
* 0.15 23263 -1
* 0.16 23213 -1
* 0.19 23212 -1
* 0.21 23200 -1
* 0.21 23175 -1
* 0.24 23126 -1
* 0.26 23114 -1
* 7.38 22948 -1
* 7.54 22935 -1
* 7.74 22923 -1
* 1569.54 22921 -1
* 1569.56 22911 -1
* 1575.79 22886 -1
* 1575.79 22870 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22870
# NUMBER OF BRANCHES: 329855689
# END TIME: 7200
## No TDTSP solution found.
