# INSTANCE: InstancesTDTSP/inst_30_18_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 22375 -1
* 0.01 22102 -1
* 0.01 21775 -1
* 0.01 21741 -1
* 0.02 21523 -1
* 0.03 21392 -1
* 0.1 21364 -1
* 2.58 21306 -1
* 2.6 21254 -1
* 2.85 21243 -1
* 4.77 21193 -1
* 4.81 21136 -1
* 4.82 21130 -1
* 5.03 20994 -1
* 5.05 20544 -1
* 152 20339 -1
* 152.07 20317 -1
* 152.08 20190 -1
* 152.08 20177 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 20177
# NUMBER OF BRANCHES: 25118786
# END TIME: 490.98
## No TDTSP solution found.
