# INSTANCE: InstancesTDTSP/inst_30_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0.01 24967 -1
* 0.01 19995 -1
* 0.01 17440 -1
* 0.01 17111 -1
* 0.03 17101 -1
* 0.04 17068 -1
* 0.04 17010 -1
* 0.04 17006 -1
* 0.04 16969 -1
* 0.05 16950 -1
* 0.05 16889 -1
* 0.06 16859 -1
* 0.07 16459 -1
* 0.07 16399 -1
* 0.07 16310 -1
* 0.07 16243 -1
* 0.08 16203 -1
* 0.08 16184 -1
* 0.12 16172 -1
* 0.12 16151 -1
* 0.13 16139 -1
* 0.14 16127 -1
* 0.16 16122 -1
* 0.62 16121 -1
* 0.62 16109 -1
* 0.64 16105 -1
* 0.65 16093 -1
* 1.84 16072 -1
* 1.84 16070 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 16070
# NUMBER OF BRANCHES: 136379639
# END TIME: 3600
## No TDTSP solution found.
